hotel_id,destination_id,name,price_per_night_INR,rating,latitude,longitude
136,14,Hotel Sara,5500,4.3,8.77531,78.113784
137,14,Hotel Chandra,5000,4.2,8.746618,78.146129
138,14,Hotel Sugam,1800,4.1,8.775419,78.137245
139,14,Hotel Senthil,1800,4.0,8.760692,78.15014
140,14,Hotel Star Palace,1800,3.9,8.763315,78.131181
141,15,Hotel Tamil Nadu Nagapattinam,18000,4.8,10.765581,79.814648
142,15,Hotel Royal Park,16500,4.7,10.764131,79.867013
143,15,Hotel Karthik,15000,4.6,10.769865,79.834797
144,15,Hotel Sun City,6500,4.5,10.751572,79.863571
145,15,Hotel Mangrove,6000,4.4,10.776458,79.867381
146,15,Hotel Sea Breeze,5500,4.3,10.785519,79.819765
147,15,Hotel Annapoorna,5000,4.2,10.779104,79.821302
148,15,Hotel Star Residency,1800,4.1,10.761729,79.87139
149,15,Hotel Blue Bay,1800,4.0,10.743104,79.860059
150,15,Hotel Grand Sea,1800,3.9,10.774607,79.865154
151,16,Mantra Koodam,18000,4.8,10.960419,79.381303
152,16,Hotel Raya's,16500,4.7,10.983777,79.39245
153,16,Hotel Green Park,15000,4.6,10.947004,79.402213
154,16,Hotel Vamsam,6500,4.5,10.944193,79.367663
155,16,Hotel Sivamurugan,6000,4.4,10.960057,79.400759
156,16,Hotel Jeyam,5500,4.3,10.959968,79.389763
157,16,Hotel Sara Regency,5000,4.2,10.951723,79.396557
158,16,Hotel Paradise,1800,4.1,10.974576,79.40001
159,16,Hotel Temple Towers,1800,4.0,10.950425,79.365899
160,16,Hotel White Palace,1800,3.9,10.968657,79.396718
161,17,Coco Lagoon Pollachi,18000,4.8,10.654219,77.011576
162,17,Topslip Resort,16500,4.7,10.633421,76.998694
163,17,Hotel Surya,15000,4.6,10.683659,77.006448
164,17,Hotel Apple Inn,6500,4.5,10.651054,77.019757
165,17,Hotel Mahalakshmi,6000,4.4,10.685789,77.004092
166,17,Hotel Sakthi,5500,4.3,10.676134,77.019291
167,17,Hotel Archana,5000,4.2,10.635724,77.007595
168,17,Hotel VVM,1800,4.1,10.688591,77.012597
169,17,Hotel Green Nest,1800,4.0,10.644227,77.020465
170,17,Hotel Crystal,1800,3.9,10.656594,77.028645
171,18,Stanmore Valparai,18000,4.8,10.333598,76.962207
172,18,Green Hill Resort,16500,4.7,10.324106,76.964649
173,18,Mist Valley Resort,15000,4.6,10.327329,76.942538
174,18,Hotel Holiday Inn,6500,4.5,10.308294,76.960694
175,18,Hotel Saravana,6000,4.4,10.308444,76.957624
176,18,Hotel Mount View,5500,4.3,10.322152,76.952283
177,18,Hotel Woodbriar,5000,4.2,10.3091,76.957589
178,18,Hotel Paradise,1800,4.1,10.319971,76.964443
179,18,Hotel Hill View,1800,4.0,10.329184,76.949242
180,18,Hotel Whispering Falls,1800,3.9,10.327243,76.947006
181,19,Hotel Grand Continent Hosur,18000,4.8,12.746931,77.807832
182,19,Hotel TGI Hosur,16500,4.7,12.735015,77.839898
183,19,Hotel Anantha Inn,15000,4.6,12.755037,77.808068
184,19,Hotel Ashoka,6500,4.5,12.721705,77.810366
185,19,Hotel Sri Raghavendra,6000,4.4,12.721517,77.824831
186,19,Hotel White Lotus,5500,4.3,12.71867,77.822236
187,19,Hotel Crescent,5000,4.2,12.742878,77.818993
188,19,Hotel Garden View,1800,4.1,12.730587,77.812215
189,19,Hotel Spring Valley,1800,4.0,12.7553,77.800506
190,19,Hotel Bliss,1800,3.9,12.749705,77.842025
191,20,Hotel De Gold,18000,4.8,11.745426,79.749112
192,20,Hotel Annamalai International,16500,4.7,11.750964,79.768128
193,20,Hotel Blue Moon,15000,4.6,11.753907,79.798242
194,20,Hotel Aishwarya,6500,4.5,11.734475,79.747772
195,20,Hotel Sea Breeze,6000,4.4,11.724261,79.773134
196,20,Hotel Samudra,5500,4.3,11.764723,79.767876
197,20,Hotel River View,5000,4.2,11.71984,79.774154
198,20,Hotel Marina,1800,4.1,11.772321,79.78293
199,20,Hotel Raj Residency,1800,4.0,11.761057,79.778802
200,20,Hotel New Classic,1800,3.9,11.728454,79.767965
