hotel_id,destination_id,name,price_per_night_INR,rating,latitude,longitude
109,11,Hotel Golden Nest,1800,4.0,11.7872698,78.2046679
110,11,Hotel Bliss,1800,3.9,11.763807,78.207137
111,12,Fortune Park Vellore,18000,4.8,12.908922,79.151115
112,12,Darling Residency,16500,4.7,12.907581,79.1320109
113,12,Hotel Khanna Fiesta,15000,4.6,12.927604,79.154482
114,12,Hotel SMS Grand,6500,4.5,12.935138,79.1519419
115,12,Hotel River View,6000,4.4,12.907013,79.15305
116,12,Hotel Aavanaa Inn,5500,4.3,12.932349,79.151764
117,12,Hotel China Town,5000,4.2,12.917063,79.154539
118,12,Hotel Aryaas,1800,4.1,12.94183,79.139921
119,12,Hotel Vellore Gateway,1800,4.0,12.932396,79.108737
120,12,Hotel Royal Park,1800,3.9,12.902316,79.151111
121,13,Hotel Applettree,18000,4.8,8.720246,77.779443
122,13,Regency Tirunelveli,16500,4.7,8.730909,77.777524
123,13,Hotel Aryaas,15000,4.6,8.704775,77.755798
124,13,Hotel TVK Regency,6500,4.5,8.723765,77.735949
125,13,Hotel Sri Janakiram,6000,4.4,8.699824,77.781088
126,13,Hotel Blue Nile,5500,4.3,8.713872,77.743961
127,13,Hotel Raja Palace,5000,4.2,8.715754,77.757928
128,13,Hotel Cathedral,1800,4.1,8.72853,77.74464
129,13,Hotel Ambassasor,1800,4.0,8.713583,77.735968
130,13,Hotel Radhakrishna,1800,3.9,8.709602,77.768278
131,14,Hotel Tamil Nadu Thoothukudi,18000,4.8,8.7981425,78.1572206
132,14,Hotel DSF Grand Plaza,16500,4.7,8.773618,78.149941
133,14,Hotel Raj,15000,4.6,8.8047642,78.1386073
134,14,Hotel Heritage,6500,4.5,8.756149,78.12134
135,14,Hotel Naveen,6000,4.4,8.750434,78.114542
136,14,Hotel Sara,5500,4.3,8.77531,78.113784
137,14,Hotel Chandra,5000,4.2,8.746618,78.146129
138,14,Hotel Sugam,1800,4.1,8.775419,78.137245
139,14,Hotel Senthil,1800,4.0,8.760692,78.15014
140,14,Hotel Star Palace,1800,3.9,8.763315,78.131181
141,15,Hotel Tamil Nadu Nagapattinam,18000,4.8,10.7645901,79.8446564
142,15,Hotel Royal Park,16500,4.7,10.764131,79.867013
143,15,Hotel Karthik,15000,4.6,10.769865,79.834797
144,15,Hotel Sun City,6500,4.5,10.751572,79.863571
145,15,Hotel Mangrove,6000,4.4,10.776458,79.867381
146,15,Hotel Sea Breeze,5500,4.3,10.785519,79.819765
147,15,Hotel Annapoorna,5000,4.2,10.779104,79.821302
148,15,Hotel Star Residency,1800,4.1,10.761729,79.87139
149,15,Hotel Blue Bay,1800,4.0,10.743104,79.860059
150,15,Hotel Grand Sea,1800,3.9,10.774607,79.865154
151,16,Mantra Koodam,18000,4.8,10.960419,79.381303
152,16,Hotel Raya's,16500,4.7,10.983777,79.39245
153,16,Hotel Green Park,15000,4.6,10.9613526,79.3838916
154,16,Hotel Vamsam,6500,4.5,10.944193,79.367663
155,16,Hotel Sivamurugan,6000,4.4,10.9584166,79.3853266
156,16,Hotel Jeyam,5500,4.3,10.959968,79.389763
157,16,Hotel Sara Regency,5000,4.2,10.9720439,79.3808249
158,16,Hotel Paradise,1800,4.1,10.974576,79.40001
159,16,Hotel Temple Towers,1800,4.0,10.950425,79.365899
160,16,Hotel White Palace,1800,3.9,10.968657,79.396718
161,17,Coco Lagoon Pollachi,18000,4.8,10.6312025,76.9215118
162,17,Topslip Resort,16500,4.7,10.633421,76.998694
163,17,Hotel Surya,15000,4.6,10.683659,77.006448
164,17,Hotel Apple Inn,6500,4.5,10.651054,77.019757
165,17,Hotel Mahalakshmi,6000,4.4,10.685789,77.004092
166,17,Hotel Sakthi,5500,4.3,10.6649977,77.0073476
167,17,Hotel Archana,5000,4.2,10.635724,77.007595
168,17,Hotel VVM,1800,4.1,10.688591,77.012597
169,17,Hotel Green Nest,1800,4.0,10.644227,77.020465
170,17,Hotel Crystal,1800,3.9,10.656594,77.028645
171,18,Stanmore Valparai,18000,4.8,10.3296928,76.9381264
172,18,Green Hill Resort,16500,4.7,10.324106,76.964649
173,18,Mist Valley Resort,15000,4.6,10.327329,76.942538
174,18,Hotel Holiday Inn,6500,4.5,10.308294,76.960694
175,18,Hotel Saravana,6000,4.4,10.308444,76.957624
176,18,Hotel Mount View,5500,4.3,10.322152,76.952283
177,18,Hotel Woodbriar,5000,4.2,10.3091,76.957589
178,18,Hotel Paradise,1800,4.1,10.319971,76.964443
179,18,Hotel Hill View,1800,4.0,10.329184,76.949242
180,18,Hotel Whispering Falls,1800,3.9,10.327243,76.947006
181,19,Hotel Grand Continent Hosur,18000,4.8,12.746931,77.807832
182,19,Hotel TGI Hosur,16500,4.7,12.7291394,77.8400511
183,19,Hotel Anantha Inn,15000,4.6,12.755037,77.808068
184,19,Hotel Ashoka,6500,4.5,12.721705,77.810366
185,19,Hotel Sri Raghavendra,6000,4.4,12.721517,77.824831
186,19,Hotel White Lotus,5500,4.3,12.71867,77.822236
187,19,Hotel Crescent,5000,4.2,12.742878,77.818993
188,19,Hotel Garden View,1800,4.1,12.730587,77.812215
189,19,Hotel Spring Valley,1800,4.0,12.7553,77.800506
190,19,Hotel Bliss,1800,3.9,12.749705,77.842025
191,20,Hotel De Gold,18000,4.8,11.745426,79.749112
192,20,Hotel Annamalai International,16500,4.7,11.750964,79.768128
193,20,Hotel Blue Moon,15000,4.6,11.753907,79.798242
194,20,Hotel Aishwarya,6500,4.5,11.734475,79.747772
195,20,Hotel Sea Breeze,6000,4.4,11.724261,79.773134
196,20,Hotel Samudra,5500,4.3,11.764723,79.767876
197,20,Hotel River View,5000,4.2,11.71984,79.774154
198,20,Hotel Marina,1800,4.1,11.772321,79.78293
199,20,Hotel Raj Residency,1800,4.0,11.761057,79.778802
200,20,Hotel New Classic,1800,3.9,11.728454,79.767965
