hotel_id,destination_id,name,price_per_night_INR,rating,latitude,longitude
127,13,Hotel Laxmi,2213,4.4,18.750008,78.911336
128,13,Hotel Sai,2152,3.9,12.8337695,80.2281741
129,13,Hotel Venkateswara,1955,3.6,12.5739017,78.1690279
130,13,Hotel Srinivasa,3496,3.7,12.9222159,80.1427553
131,14,Hotel Sitharam Inn,4980,4.4,17.643524,80.93529
132,14,Haritha Hotel Bhadrachalam,2184,4.5,17.627284,80.928803
133,14,Hotel Bhadrachalam,4433,4.4,17.70612,80.871369
134,14,Hotel Geethanjali,3182,4.5,17.670479,80.905246
135,14,Hotel Godavari,3049,3.8,17.713025,80.911323
136,14,Hotel Sri Ram,4830,4.4,9.5783659,77.9619216
137,14,Hotel Balaji,4283,3.6,13.0844444,80.2767957
138,14,Hotel Laxmi,1872,3.8,17.640331,80.890333
139,14,Hotel Sai,4245,3.7,12.8337695,80.2281741
140,14,Hotel Venkateswara,2239,4.5,12.5739017,78.1690279
141,15,Hotel Haritha Siddipet,2428,3.9,18.11105,78.831386
142,15,Hotel Swarna Palace,4456,4.4,18.130828,78.892482
143,15,Hotel Srinivasa,1755,4.1,12.9222159,80.1427553
144,15,Hotel Balaji,2297,4.4,13.0844444,80.2767957
145,15,Hotel Laxmi,3324,4.3,18.100033,78.895676
146,15,Hotel Sai,3302,4.1,12.8337695,80.2281741
147,15,Hotel Venkateswara,4342,4.1,12.5739017,78.1690279
148,15,Hotel Sri Krishna,2010,3.8,11.2776153,77.5847677
149,15,Hotel Annapurna,3500,4.0,11.2165389,79.72876
150,15,Hotel Vijaya,4594,4.3,9.9629456,78.0414334
151,16,Hotel Haritha Yadadri,2668,3.7,17.492454,78.92363
152,16,Hotel Yadadri,2184,4.1,17.494578,78.961453
153,16,Hotel Sri Lakshmi Narasimha,3323,3.5,17.498181,78.902997
154,16,Hotel Punnami,1749,4.0,17.543509,78.947815
155,16,Hotel Balaji,1767,4.3,13.0844444,80.2767957
156,16,Hotel Laxmi,2262,3.9,17.486061,78.90359
157,16,Hotel Sai,4778,4.3,12.8337695,80.2281741
158,16,Hotel Venkateswara,3650,3.6,12.5739017,78.1690279
159,16,Hotel Sri Krishna,3645,4.1,11.2776153,77.5847677
160,16,Hotel Annapurna,3517,3.8,11.2165389,79.72876
161,17,Hotel Geethanjali,2519,3.8,17.553824,80.637788
162,17,Hotel Sitara,2296,3.6,17.590093,80.61929
163,17,Hotel Prameela,3375,4.0,17.594903,80.619336
164,17,Hotel Vamshee,1704,3.7,17.558868,80.605741
165,17,Hotel Sri Krishna,3658,3.6,11.2776153,77.5847677
166,17,Hotel Balaji,4945,4.2,13.0844444,80.2767957
167,17,Hotel Laxmi,1780,4.4,17.549357,80.63508
168,17,Hotel Sai,3469,4.1,12.8337695,80.2281741
169,17,Hotel Venkateswara,2989,3.8,12.5739017,78.1690279
170,17,Hotel Srinivasa,4192,4.0,12.9222159,80.1427553
171,18,Honey Berg Resort,22124,4.7,17.593006,78.479703
172,18,Aalankrita Resort,18453,4.5,17.663322,78.519279
173,18,Leonia Holistic Destination,1836,3.8,17.657258,78.503743
174,18,Celebrity Resort,8302,4.7,17.628307,78.492043
175,18,Summer Green Resort,16150,4.8,17.649546,78.442011
176,18,Hotel Sri Krishna,4246,3.8,11.2776153,77.5847677
177,18,Hotel Balaji,4297,4.2,13.0844444,80.2767957
178,18,Hotel Laxmi,4353,4.0,17.606522,78.460632
179,18,Hotel Sai,1984,3.7,12.8337695,80.2281741
180,18,Hotel Venkateswara,3633,3.8,12.5739017,78.1690279
181,19,Hotel Asifabad,4783,4.0,19.351959,79.287394
182,19,Hotel Kumram Bheem,2669,3.6,19.36834,79.281816
183,19,Hotel Haritha,4940,4.1,19.35409,79.25937
184,19,Hotel Sri Krishna,4239,4.1,11.2776153,77.5847677
185,19,Hotel Balaji,2376,3.8,13.0844444,80.2767957
186,19,Hotel Laxmi,3824,3.7,19.342136,79.243461
187,19,Hotel Sai,4390,3.6,12.8337695,80.2281741
188,19,Hotel Venkateswara,2660,3.6,12.5739017,78.1690279
189,19,Hotel Srinivasa,4095,4.5,12.9222159,80.1427553
190,19,Hotel Annapurna,1574,4.4,11.2165389,79.72876
191,20,Hotel Narayanpet,4051,4.2,16.773578,77.518061
192,20,Hotel Sri Krishna,4262,4.1,11.2776153,77.5847677
193,20,Hotel Balaji,3873,4.5,13.0844444,80.2767957
194,20,Hotel Laxmi,2031,3.7,16.710035,77.508356
195,20,Hotel Sai,1819,3.6,12.8337695,80.2281741
196,20,Hotel Venkateswara,4392,4.0,12.5739017,78.1690279
197,20,Hotel Srinivasa,1509,4.0,12.9222159,80.1427553
198,20,Hotel Annapurna,2691,4.3,11.2165389,79.72876
199,20,Hotel Vijaya,4332,3.6,9.9629456,78.0414334
200,20,Hotel Sri Ram,4990,3.8,9.5783659,77.9619216
