state,city,place_name,category,description,latitude,longitude,entry_fee,avg_visit_duration_minutes
Karnataka,Gokarna,Gokarna Attraction 1,nature,Popular attraction in Gokarna,12.940301903701544,75.50026450398045,Free,60
Karnataka,Gokarna,Gokarna Attraction 2,nature,Popular attraction in Gokarna,12.760255870378314,75.97223549471235,Free,60
Karnataka,Gokarna,Gokarna Attraction 3,nature,Popular attraction in Gokarna,13.26126844404475,76.1063863406651,Free,60
Karnataka,Gokarna,Gokarna Attraction 4,nature,Popular attraction in Gokarna,12.930195029274833,75.69102846343398,Free,60
Karnataka,Gokarna,Gokarna Attraction 5,nature,Popular attraction in Gokarna,13.284655547960757,75.68712348144257,Free,60
Karnataka,Gokarna,Gokarna Attraction 6,nature,Popular attraction in Gokarna,13.223779064190156,75.99740820036084,Free,60
Karnataka,Gokarna,Gokarna Attraction 7,nature,Popular attraction in Gokarna,13.05220773994938,75.8839895621602,Free,60
Karnataka,Hampi,Virupaksha Temple,temple,Ancient temple dedicated to Lord Shiva,15.336,76.4593,Free,90
Karnataka,Hampi,Vittala Temple,heritage,Iconic stone chariot and musical pillars,15.3396,76.4727,INR 40,120
Karnataka,Hampi,Matanga Hill,nature,Best viewpoint for Hampi sunrise/sunset,15.333,76.4673,Free,120
Karnataka,Hampi,Hampi Bazaar,heritage,Ancient marketplace ruins,15.3355,76.461,Free,60
Karnataka,Hampi,Hampi Attraction 1,nature,Popular attraction in Hampi,12.70299096683541,75.66975223012126,Free,60
Karnataka,Hampi,Hampi Attraction 2,nature,Popular attraction in Hampi,13.14148807094393,75.77613603074352,Free,60
Karnataka,Hampi,Hampi Attraction 3,nature,Popular attraction in Hampi,12.514218218897017,75.69263396697662,Free,60
Karnataka,Hampi,Hampi Attraction 4,nature,Popular attraction in Hampi,13.421200744959478,76.21170703415427,Free,60
Karnataka,Hampi,Hampi Attraction 5,nature,Popular attraction in Hampi,13.080259505054864,75.90162837062083,Free,60
Karnataka,Hampi,Hampi Attraction 6,nature,Popular attraction in Hampi,13.317923474385953,75.76318501352564,Free,60
Karnataka,Mysuru,Mysore Palace,heritage,Grand royal residence of Wodeyars,12.3051,76.6551,INR 70,150
Karnataka,Mysuru,Chamundi Hills,temple,Hilltop temple dedicated to Goddess Chamundeshwari,12.2741,76.6713,Free,120
Karnataka,Mysuru,Brindavan Gardens,nature,Terraced gardens with musical fountain,12.4244,76.5746,INR 50,120
Karnataka,Mysuru,Mysore Zoo,nature,One of the oldest zoos in India,12.3023,76.6644,INR 100,180
Karnataka,Mysuru,Mysuru Attraction 1,nature,Popular attraction in Mysuru,13.133071261826647,75.51200415639423,Free,60
Karnataka,Mysuru,Mysuru Attraction 2,nature,Popular attraction in Mysuru,13.145683907210346,76.47255890365187,Free,60
Karnataka,Mysuru,Mysuru Attraction 3,nature,Popular attraction in Mysuru,13.208380263903951,75.57673822330933,Free,60
Karnataka,Mysuru,Mysuru Attraction 4,nature,Popular attraction in Mysuru,13.09151126172779,75.81679444520049,Free,60
Karnataka,Mysuru,Mysuru Attraction 5,nature,Popular attraction in Mysuru,13.419695755729279,75.5181101442384,Free,60
Karnataka,Mysuru,Mysuru Attraction 6,nature,Popular attraction in Mysuru,12.511876819517793,75.59620276108788,Free,60
Karnataka,Karnataka_City_1,Karnataka_City_1 Attraction 1,nature,Popular attraction in Karnataka_City_1,12.839300182487726,76.38240710103878,Free,60
Karnataka,Karnataka_City_1,Karnataka_City_1 Attraction 2,nature,Popular attraction in Karnataka_City_1,13.064645378775174,76.16236455650743,Free,60
Karnataka,Karnataka_City_1,Karnataka_City_1 Attraction 3,nature,Popular attraction in Karnataka_City_1,12.54434234736001,75.67481408188566,Free,60
Karnataka,Karnataka_City_1,Karnataka_City_1 Attraction 4,nature,Popular attraction in Karnataka_City_1,12.880743028383584,76.12779346732313,Free,60
Karnataka,Karnataka_City_1,Karnataka_City_1 Attraction 5,nature,Popular attraction in Karnataka_City_1,13.251501446099038,76.07470483014795,Free,60
Karnataka,Karnataka_City_1,Karnataka_City_1 Attraction 6,nature,Popular attraction in Karnataka_City_1,12.77950306639395,75.67948455634883,Free,60
Karnataka,Karnataka_City_1,Karnataka_City_1 Attraction 7,nature,Popular attraction in Karnataka_City_1,12.921602300930656,75.75587168906489,Free,60
Karnataka,Karnataka_City_1,Karnataka_City_1 Attraction 8,nature,Popular attraction in Karnataka_City_1,13.259920314706722,76.39306398795443,Free,60
Karnataka,Karnataka_City_1,Karnataka_City_1 Attraction 9,nature,Popular attraction in Karnataka_City_1,13.30414763453427,75.62100266986516,Free,60
Karnataka,Karnataka_City_1,Karnataka_City_1 Attraction 10,nature,Popular attraction in Karnataka_City_1,13.287211116592763,75.5151032641582,Free,60
Karnataka,Karnataka_City_2,Karnataka_City_2 Attraction 1,nature,Popular attraction in Karnataka_City_2,12.635195023811866,76.20079393496245,Free,60
Karnataka,Karnataka_City_2,Karnataka_City_2 Attraction 2,nature,Popular attraction in Karnataka_City_2,12.822289097438196,76.32710662008054,Free,60
Karnataka,Karnataka_City_2,Karnataka_City_2 Attraction 3,nature,Popular attraction in Karnataka_City_2,13.188423160304465,76.14027641466646,Free,60
Karnataka,Karnataka_City_2,Karnataka_City_2 Attraction 4,nature,Popular attraction in Karnataka_City_2,13.100607198350426,76.41305885701789,Free,60
Karnataka,Karnataka_City_2,Karnataka_City_2 Attraction 5,nature,Popular attraction in Karnataka_City_2,13.332170197407336,75.52940685078562,Free,60
Karnataka,Karnataka_City_2,Karnataka_City_2 Attraction 6,nature,Popular attraction in Karnataka_City_2,13.484730571963466,75.93127371248347,Free,60
Karnataka,Karnataka_City_2,Karnataka_City_2 Attraction 7,nature,Popular attraction in Karnataka_City_2,12.795501049055368,76.36942175734525,Free,60
Karnataka,Karnataka_City_2,Karnataka_City_2 Attraction 8,nature,Popular attraction in Karnataka_City_2,13.41900058794377,76.27279996327258,Free,60
Karnataka,Karnataka_City_2,Karnataka_City_2 Attraction 9,nature,Popular attraction in Karnataka_City_2,13.21983831053963,75.51034130359027,Free,60
Karnataka,Karnataka_City_2,Karnataka_City_2 Attraction 10,nature,Popular attraction in Karnataka_City_2,12.776575617948765,76.31209622107765,Free,60
Karnataka,Karnataka_City_3,Karnataka_City_3 Attraction 1,nature,Popular attraction in Karnataka_City_3,13.498408779802428,75.7807094404423,Free,60
Karnataka,Karnataka_City_3,Karnataka_City_3 Attraction 2,nature,Popular attraction in Karnataka_City_3,13.260916000841194,75.61301367611661,Free,60
Karnataka,Karnataka_City_3,Karnataka_City_3 Attraction 3,nature,Popular attraction in Karnataka_City_3,13.247717369823846,75.85655968006164,Free,60
Karnataka,Karnataka_City_3,Karnataka_City_3 Attraction 4,nature,Popular attraction in Karnataka_City_3,12.577395654056625,75.6758488298136,Free,60
Karnataka,Karnataka_City_3,Karnataka_City_3 Attraction 5,nature,Popular attraction in Karnataka_City_3,13.06769918610067,75.97245821593856,Free,60
Karnataka,Karnataka_City_3,Karnataka_City_3 Attraction 6,nature,Popular attraction in Karnataka_City_3,13.187339936843761,75.84839307633871,Free,60
Karnataka,Karnataka_City_3,Karnataka_City_3 Attraction 7,nature,Popular attraction in Karnataka_City_3,13.096348096779533,75.87558414188882,Free,60
Karnataka,Karnataka_City_3,Karnataka_City_3 Attraction 8,nature,Popular attraction in Karnataka_City_3,13.268189067790734,75.50653507021278,Free,60
Karnataka,Karnataka_City_3,Karnataka_City_3 Attraction 9,nature,Popular attraction in Karnataka_City_3,13.088925185101042,76.0875662792314,Free,60
Karnataka,Karnataka_City_3,Karnataka_City_3 Attraction 10,nature,Popular attraction in Karnataka_City_3,12.558171193648997,76.26465662225826,Free,60
Karnataka,Karnataka_City_4,Karnataka_City_4 Attraction 1,nature,Popular attraction in Karnataka_City_4,13.13452882128868,76.45017643030198,Free,60
Karnataka,Karnataka_City_4,Karnataka_City_4 Attraction 2,nature,Popular attraction in Karnataka_City_4,12.687145994207787,75.9249518133436,Free,60
Karnataka,Karnataka_City_4,Karnataka_City_4 Attraction 3,nature,Popular attraction in Karnataka_City_4,13.364967311830489,76.44426023983195,Free,60
Karnataka,Karnataka_City_4,Karnataka_City_4 Attraction 4,nature,Popular attraction in Karnataka_City_4,13.185261391418512,75.85278036619081,Free,60
Karnataka,Karnataka_City_4,Karnataka_City_4 Attraction 5,nature,Popular attraction in Karnataka_City_4,13.243885073273722,75.95429647468933,Free,60
Karnataka,Karnataka_City_4,Karnataka_City_4 Attraction 6,nature,Popular attraction in Karnataka_City_4,13.03458890194534,76.17728618806295,Free,60
Karnataka,Karnataka_City_4,Karnataka_City_4 Attraction 7,nature,Popular attraction in Karnataka_City_4,13.430030741970516,75.5088493742269,Free,60
Karnataka,Karnataka_City_4,Karnataka_City_4 Attraction 8,nature,Popular attraction in Karnataka_City_4,13.199844963936451,76.4145670076975,Free,60
Karnataka,Karnataka_City_4,Karnataka_City_4 Attraction 9,nature,Popular attraction in Karnataka_City_4,12.874333454590404,75.73683475167964,Free,60
Karnataka,Karnataka_City_4,Karnataka_City_4 Attraction 10,nature,Popular attraction in Karnataka_City_4,13.069760348892848,75.53003220632283,Free,60
Karnataka,Karnataka_City_5,Karnataka_City_5 Attraction 1,nature,Popular attraction in Karnataka_City_5,13.304947194318803,75.9881070502531,Free,60
Karnataka,Karnataka_City_5,Karnataka_City_5 Attraction 2,nature,Popular attraction in Karnataka_City_5,13.163593441062657,76.27963312771074,Free,60
Karnataka,Karnataka_City_5,Karnataka_City_5 Attraction 3,nature,Popular attraction in Karnataka_City_5,12.519608041861208,75.68969263737377,Free,60
Karnataka,Karnataka_City_5,Karnataka_City_5 Attraction 4,nature,Popular attraction in Karnataka_City_5,12.91766559857931,76.10986252527559,Free,60
Karnataka,Karnataka_City_5,Karnataka_City_5 Attraction 5,nature,Popular attraction in Karnataka_City_5,12.866562552729658,75.77820097457705,Free,60
Karnataka,Karnataka_City_5,Karnataka_City_5 Attraction 6,nature,Popular attraction in Karnataka_City_5,12.525215154365771,75.92739294184105,Free,60
Karnataka,Karnataka_City_5,Karnataka_City_5 Attraction 7,nature,Popular attraction in Karnataka_City_5,13.439602479669363,75.5299846095493,Free,60
Karnataka,Karnataka_City_5,Karnataka_City_5 Attraction 8,nature,Popular attraction in Karnataka_City_5,13.100025642597618,75.70405309286214,Free,60
Karnataka,Karnataka_City_5,Karnataka_City_5 Attraction 9,nature,Popular attraction in Karnataka_City_5,13.471693307566431,76.3067083769303,Free,60
Karnataka,Karnataka_City_5,Karnataka_City_5 Attraction 10,nature,Popular attraction in Karnataka_City_5,12.715910955668535,76.47120278265562,Free,60
Karnataka,Karnataka_City_6,Karnataka_City_6 Attraction 1,nature,Popular attraction in Karnataka_City_6,12.811162784032257,76.1905420653409,Free,60
Karnataka,Karnataka_City_6,Karnataka_City_6 Attraction 2,nature,Popular attraction in Karnataka_City_6,12.76173170549,75.79212850428152,Free,60
Karnataka,Karnataka_City_6,Karnataka_City_6 Attraction 3,nature,Popular attraction in Karnataka_City_6,12.563820330037652,75.79394301449938,Free,60
Karnataka,Karnataka_City_6,Karnataka_City_6 Attraction 4,nature,Popular attraction in Karnataka_City_6,12.910231625108358,75.52712571243869,Free,60
Karnataka,Karnataka_City_6,Karnataka_City_6 Attraction 5,nature,Popular attraction in Karnataka_City_6,12.511735130404212,75.51040706017174,Free,60
Karnataka,Karnataka_City_6,Karnataka_City_6 Attraction 6,nature,Popular attraction in Karnataka_City_6,13.380124132286717,75.91485767337245,Free,60
Karnataka,Karnataka_City_6,Karnataka_City_6 Attraction 7,nature,Popular attraction in Karnataka_City_6,13.416504668836959,75.97977123076363,Free,60
Karnataka,Karnataka_City_6,Karnataka_City_6 Attraction 8,nature,Popular attraction in Karnataka_City_6,13.05909314211094,75.87188086870263,Free,60
Karnataka,Karnataka_City_6,Karnataka_City_6 Attraction 9,nature,Popular attraction in Karnataka_City_6,13.280176817183236,75.84318629561292,Free,60
Karnataka,Karnataka_City_6,Karnataka_City_6 Attraction 10,nature,Popular attraction in Karnataka_City_6,13.307766421445116,75.8915619265945,Free,60
Karnataka,Karnataka_City_7,Karnataka_City_7 Attraction 1,nature,Popular attraction in Karnataka_City_7,12.627170171151572,75.91748444415336,Free,60
Karnataka,Karnataka_City_7,Karnataka_City_7 Attraction 2,nature,Popular attraction in Karnataka_City_7,12.52922414950501,75.88735057731131,Free,60
Karnataka,Karnataka_City_7,Karnataka_City_7 Attraction 3,nature,Popular attraction in Karnataka_City_7,12.886949150436994,76.20756835332685,Free,60
Karnataka,Karnataka_City_7,Karnataka_City_7 Attraction 4,nature,Popular attraction in Karnataka_City_7,13.498831465956869,75.65551672571826,Free,60
Karnataka,Karnataka_City_7,Karnataka_City_7 Attraction 5,nature,Popular attraction in Karnataka_City_7,13.109301550827576,76.33723089808935,Free,60
Karnataka,Karnataka_City_7,Karnataka_City_7 Attraction 6,nature,Popular attraction in Karnataka_City_7,13.181974075183465,75.7335177793611,Free,60
Karnataka,Karnataka_City_7,Karnataka_City_7 Attraction 7,nature,Popular attraction in Karnataka_City_7,12.91979426919778,76.43294921180724,Free,60
Karnataka,Karnataka_City_7,Karnataka_City_7 Attraction 8,nature,Popular attraction in Karnataka_City_7,13.02031866595541,76.17602083312981,Free,60
Karnataka,Karnataka_City_7,Karnataka_City_7 Attraction 9,nature,Popular attraction in Karnataka_City_7,12.808706074515452,76.29247816947486,Free,60
Karnataka,Karnataka_City_7,Karnataka_City_7 Attraction 10,nature,Popular attraction in Karnataka_City_7,13.062241818556016,76.28674683711931,Free,60
Karnataka,Karnataka_City_8,Karnataka_City_8 Attraction 1,nature,Popular attraction in Karnataka_City_8,12.78014671894637,75.7322733251315,Free,60
Karnataka,Karnataka_City_8,Karnataka_City_8 Attraction 2,nature,Popular attraction in Karnataka_City_8,12.68072896636378,76.09517011356841,Free,60
Karnataka,Karnataka_City_8,Karnataka_City_8 Attraction 3,nature,Popular attraction in Karnataka_City_8,12.579031691271537,75.84558089709759,Free,60
Karnataka,Karnataka_City_8,Karnataka_City_8 Attraction 4,nature,Popular attraction in Karnataka_City_8,13.16435249915421,75.77777699571885,Free,60
Karnataka,Karnataka_City_8,Karnataka_City_8 Attraction 5,nature,Popular attraction in Karnataka_City_8,12.759639067097371,75.73406126519315,Free,60
Karnataka,Karnataka_City_8,Karnataka_City_8 Attraction 6,nature,Popular attraction in Karnataka_City_8,12.97329600833148,76.25625436541243,Free,60
Karnataka,Karnataka_City_8,Karnataka_City_8 Attraction 7,nature,Popular attraction in Karnataka_City_8,12.76376664374153,76.0321755105941,Free,60
Karnataka,Karnataka_City_8,Karnataka_City_8 Attraction 8,nature,Popular attraction in Karnataka_City_8,13.490491970589476,76.00111000773268,Free,60
Karnataka,Karnataka_City_8,Karnataka_City_8 Attraction 9,nature,Popular attraction in Karnataka_City_8,12.769793228857703,76.33875175394002,Free,60
Karnataka,Karnataka_City_8,Karnataka_City_8 Attraction 10,nature,Popular attraction in Karnataka_City_8,13.40522282271489,76.24642906035473,Free,60
Karnataka,Karnataka_City_9,Karnataka_City_9 Attraction 1,nature,Popular attraction in Karnataka_City_9,12.825433379797857,76.00054262470923,Free,60
Karnataka,Karnataka_City_9,Karnataka_City_9 Attraction 2,nature,Popular attraction in Karnataka_City_9,12.821450024289902,76.42278232576851,Free,60
Karnataka,Karnataka_City_9,Karnataka_City_9 Attraction 3,nature,Popular attraction in Karnataka_City_9,12.510696613152524,76.37415267703884,Free,60
Karnataka,Karnataka_City_9,Karnataka_City_9 Attraction 4,nature,Popular attraction in Karnataka_City_9,12.761381671908982,75.64670225658692,Free,60
Karnataka,Karnataka_City_9,Karnataka_City_9 Attraction 5,nature,Popular attraction in Karnataka_City_9,13.339665826561099,76.29190253243428,Free,60
Karnataka,Karnataka_City_9,Karnataka_City_9 Attraction 6,nature,Popular attraction in Karnataka_City_9,12.540148999663566,75.79490500525691,Free,60
Karnataka,Karnataka_City_9,Karnataka_City_9 Attraction 7,nature,Popular attraction in Karnataka_City_9,12.594081052259195,76.24705763405723,Free,60
Karnataka,Karnataka_City_9,Karnataka_City_9 Attraction 8,nature,Popular attraction in Karnataka_City_9,13.403996117160018,75.79132714755568,Free,60
Karnataka,Karnataka_City_9,Karnataka_City_9 Attraction 9,nature,Popular attraction in Karnataka_City_9,12.855903508382532,75.53308224734006,Free,60
Karnataka,Karnataka_City_9,Karnataka_City_9 Attraction 10,nature,Popular attraction in Karnataka_City_9,12.6004828037383,75.56402755330122,Free,60
Karnataka,Karnataka_City_10,Karnataka_City_10 Attraction 1,nature,Popular attraction in Karnataka_City_10,13.224190694050323,75.70748676552316,Free,60
Karnataka,Karnataka_City_10,Karnataka_City_10 Attraction 2,nature,Popular attraction in Karnataka_City_10,12.966138351064728,75.77059011885233,Free,60
Karnataka,Karnataka_City_10,Karnataka_City_10 Attraction 3,nature,Popular attraction in Karnataka_City_10,13.019714640670104,76.05458903521092,Free,60
Karnataka,Karnataka_City_10,Karnataka_City_10 Attraction 4,nature,Popular attraction in Karnataka_City_10,12.846798791607693,75.76339422507965,Free,60
Karnataka,Karnataka_City_10,Karnataka_City_10 Attraction 5,nature,Popular attraction in Karnataka_City_10,13.408026722050737,76.43523036457636,Free,60
Karnataka,Karnataka_City_10,Karnataka_City_10 Attraction 6,nature,Popular attraction in Karnataka_City_10,12.967290674768183,75.89787312132785,Free,60
Karnataka,Karnataka_City_10,Karnataka_City_10 Attraction 7,nature,Popular attraction in Karnataka_City_10,13.01822207453666,76.04173798704363,Free,60
Karnataka,Karnataka_City_10,Karnataka_City_10 Attraction 8,nature,Popular attraction in Karnataka_City_10,13.457581735724407,75.93351177410688,Free,60
Karnataka,Karnataka_City_10,Karnataka_City_10 Attraction 9,nature,Popular attraction in Karnataka_City_10,12.843412013496575,76.44992355250321,Free,60
Karnataka,Karnataka_City_10,Karnataka_City_10 Attraction 10,nature,Popular attraction in Karnataka_City_10,13.148652604626708,75.63411545994754,Free,60
Karnataka,Karnataka_City_11,Karnataka_City_11 Attraction 1,nature,Popular attraction in Karnataka_City_11,13.047040014464375,76.31857117142673,Free,60
Karnataka,Karnataka_City_11,Karnataka_City_11 Attraction 2,nature,Popular attraction in Karnataka_City_11,13.064665712230223,75.76374023533396,Free,60
Karnataka,Karnataka_City_11,Karnataka_City_11 Attraction 3,nature,Popular attraction in Karnataka_City_11,12.86286837432711,76.22976494506476,Free,60
Karnataka,Karnataka_City_11,Karnataka_City_11 Attraction 4,nature,Popular attraction in Karnataka_City_11,13.056555101156576,75.51610608893787,Free,60
Karnataka,Karnataka_City_11,Karnataka_City_11 Attraction 5,nature,Popular attraction in Karnataka_City_11,12.821047520585818,76.24028468865467,Free,60
Karnataka,Karnataka_City_11,Karnataka_City_11 Attraction 6,nature,Popular attraction in Karnataka_City_11,12.561388184205576,75.90206191043919,Free,60
Karnataka,Karnataka_City_11,Karnataka_City_11 Attraction 7,nature,Popular attraction in Karnataka_City_11,13.058152632725196,75.8026203088986,Free,60
Karnataka,Karnataka_City_11,Karnataka_City_11 Attraction 8,nature,Popular attraction in Karnataka_City_11,13.186047361951855,75.56505159540117,Free,60
Karnataka,Karnataka_City_11,Karnataka_City_11 Attraction 9,nature,Popular attraction in Karnataka_City_11,13.4349818191511,76.25628365128935,Free,60
Karnataka,Karnataka_City_11,Karnataka_City_11 Attraction 10,nature,Popular attraction in Karnataka_City_11,13.376142137787884,76.02209824071824,Free,60
Karnataka,Karnataka_City_12,Karnataka_City_12 Attraction 1,nature,Popular attraction in Karnataka_City_12,12.965473495059479,75.80872425906178,Free,60
Karnataka,Karnataka_City_12,Karnataka_City_12 Attraction 2,nature,Popular attraction in Karnataka_City_12,12.600544672911024,76.01705899409572,Free,60
Karnataka,Karnataka_City_12,Karnataka_City_12 Attraction 3,nature,Popular attraction in Karnataka_City_12,12.809843785780547,76.3644221243608,Free,60
Karnataka,Karnataka_City_12,Karnataka_City_12 Attraction 4,nature,Popular attraction in Karnataka_City_12,12.663986748205918,75.54110078822693,Free,60
Karnataka,Karnataka_City_12,Karnataka_City_12 Attraction 5,nature,Popular attraction in Karnataka_City_12,13.288500906102763,76.48040312541218,Free,60
Karnataka,Karnataka_City_12,Karnataka_City_12 Attraction 6,nature,Popular attraction in Karnataka_City_12,12.931869025032537,76.37087081600926,Free,60
Karnataka,Karnataka_City_12,Karnataka_City_12 Attraction 7,nature,Popular attraction in Karnataka_City_12,13.218626592364506,76.28640822453222,Free,60
Karnataka,Karnataka_City_12,Karnataka_City_12 Attraction 8,nature,Popular attraction in Karnataka_City_12,13.089482277314072,76.00661154590225,Free,60
Karnataka,Karnataka_City_12,Karnataka_City_12 Attraction 9,nature,Popular attraction in Karnataka_City_12,13.12974147075415,76.29680146020551,Free,60
Karnataka,Karnataka_City_12,Karnataka_City_12 Attraction 10,nature,Popular attraction in Karnataka_City_12,13.45026553724812,76.390094870568,Free,60
Karnataka,Karnataka_City_13,Karnataka_City_13 Attraction 1,nature,Popular attraction in Karnataka_City_13,13.233151310802022,76.43013181091726,Free,60
Karnataka,Karnataka_City_13,Karnataka_City_13 Attraction 2,nature,Popular attraction in Karnataka_City_13,12.526880576457485,75.51071499689519,Free,60
Karnataka,Karnataka_City_13,Karnataka_City_13 Attraction 3,nature,Popular attraction in Karnataka_City_13,12.754525303790778,75.50669773898882,Free,60
Karnataka,Karnataka_City_13,Karnataka_City_13 Attraction 4,nature,Popular attraction in Karnataka_City_13,13.059891148394621,75.69780016821387,Free,60
Karnataka,Karnataka_City_13,Karnataka_City_13 Attraction 5,nature,Popular attraction in Karnataka_City_13,13.377173867737625,75.59608218935152,Free,60
Karnataka,Karnataka_City_13,Karnataka_City_13 Attraction 6,nature,Popular attraction in Karnataka_City_13,13.272848475187953,75.56047559989977,Free,60
Karnataka,Karnataka_City_13,Karnataka_City_13 Attraction 7,nature,Popular attraction in Karnataka_City_13,13.43864039986562,75.86382096193783,Free,60
Karnataka,Karnataka_City_13,Karnataka_City_13 Attraction 8,nature,Popular attraction in Karnataka_City_13,12.778594222492494,75.8210888643998,Free,60
Karnataka,Karnataka_City_13,Karnataka_City_13 Attraction 9,nature,Popular attraction in Karnataka_City_13,13.205034293205625,76.36559752474506,Free,60
Karnataka,Karnataka_City_13,Karnataka_City_13 Attraction 10,nature,Popular attraction in Karnataka_City_13,13.169473984645293,75.64072049742181,Free,60
Karnataka,Karnataka_City_14,Karnataka_City_14 Attraction 1,nature,Popular attraction in Karnataka_City_14,12.873909597398006,75.98702704999738,Free,60
Karnataka,Karnataka_City_14,Karnataka_City_14 Attraction 2,nature,Popular attraction in Karnataka_City_14,12.772839126452272,76.43441767502952,Free,60
Karnataka,Karnataka_City_14,Karnataka_City_14 Attraction 3,nature,Popular attraction in Karnataka_City_14,13.20711270546997,76.20155449309046,Free,60
Karnataka,Karnataka_City_14,Karnataka_City_14 Attraction 4,nature,Popular attraction in Karnataka_City_14,12.748220889026278,76.03090413252079,Free,60
Karnataka,Karnataka_City_14,Karnataka_City_14 Attraction 5,nature,Popular attraction in Karnataka_City_14,12.732516813731916,75.8223904398935,Free,60
Karnataka,Karnataka_City_14,Karnataka_City_14 Attraction 6,nature,Popular attraction in Karnataka_City_14,13.276556957433238,75.7497409153234,Free,60
Karnataka,Karnataka_City_14,Karnataka_City_14 Attraction 7,nature,Popular attraction in Karnataka_City_14,13.18255696384062,75.74146751368288,Free,60
Karnataka,Karnataka_City_14,Karnataka_City_14 Attraction 8,nature,Popular attraction in Karnataka_City_14,13.293269672400678,75.6600727234458,Free,60
Karnataka,Karnataka_City_14,Karnataka_City_14 Attraction 9,nature,Popular attraction in Karnataka_City_14,13.383795215840493,75.5518943318934,Free,60
Karnataka,Karnataka_City_14,Karnataka_City_14 Attraction 10,nature,Popular attraction in Karnataka_City_14,12.71340647657262,76.15711328537013,Free,60
Karnataka,Karnataka_City_15,Karnataka_City_15 Attraction 1,nature,Popular attraction in Karnataka_City_15,12.859266053965925,75.66304992451607,Free,60
Karnataka,Karnataka_City_15,Karnataka_City_15 Attraction 2,nature,Popular attraction in Karnataka_City_15,12.650160925735001,76.02294530088788,Free,60
Karnataka,Karnataka_City_15,Karnataka_City_15 Attraction 3,nature,Popular attraction in Karnataka_City_15,12.807684382282828,76.40298219132079,Free,60
Karnataka,Karnataka_City_15,Karnataka_City_15 Attraction 4,nature,Popular attraction in Karnataka_City_15,13.246912369466274,75.98991681122367,Free,60
Karnataka,Karnataka_City_15,Karnataka_City_15 Attraction 5,nature,Popular attraction in Karnataka_City_15,13.151919852462788,75.723788373577,Free,60
Karnataka,Karnataka_City_15,Karnataka_City_15 Attraction 6,nature,Popular attraction in Karnataka_City_15,12.931142746796601,76.30752614980099,Free,60
Karnataka,Karnataka_City_15,Karnataka_City_15 Attraction 7,nature,Popular attraction in Karnataka_City_15,13.402516958143549,75.6485789800474,Free,60
Karnataka,Karnataka_City_15,Karnataka_City_15 Attraction 8,nature,Popular attraction in Karnataka_City_15,12.820343465234451,76.27360647141144,Free,60
Karnataka,Karnataka_City_15,Karnataka_City_15 Attraction 9,nature,Popular attraction in Karnataka_City_15,12.786565672890864,75.83836695226474,Free,60
