state,city,hotel_name,hotel_category,avg_price_per_night_inr,latitude,longitude,rating
Andhra Pradesh,Vijayawada,Hotel City Central,budget,1600,16.510200,80.624100,3.5
Andhra Pradesh,Tirupati,Taj Tirupati,luxury,9500,13.635600,79.415300,4.7
Andhra Pradesh,Tirupati,Marasa Sarovar Premiere,luxury,8200,13.626900,79.419800,4.6
Andhra Pradesh,Tirupati,Minerva Grand,mid-range,5200,13.630200,79.417500,4.3
Andhra Pradesh,Tirupati,Hotel Bliss,mid-range,4600,13.625400,79.420900,4.2
Andhra Pradesh,Tirupati,Ramee Guestline,luxury,7800,13.628700,79.414900,4.4
Andhra Pradesh,Tirupati,Treebo Trend Seven Hills,budget,2300,13.630800,79.419200,3.8
Andhra Pradesh,Tirupati,Hotel Bhimas,budget,2400,13.628100,79.417800,3.9
Andhra Pradesh,Tirupati,Hotel PLR Grand,budget,2100,13.628900,79.416300,3.7
Andhra Pradesh,Tirupati,Hotel Harsha Residency,budget,1900,13.629600,79.418900,3.6
Andhra Pradesh,Tirupati,Hotel Renigunta,budget,1700,13.646300,79.504100,3.5
Andhra Pradesh,Kurnool,Trident Hotel Kurnool,mid-range,4200,15.828700,78.038200,4.1
Andhra Pradesh,Kurnool,Hotel DVR Mansion,mid-range,3800,15.830900,78.042500,4.0
Andhra Pradesh,Kurnool,Hotel Mourya Inn,mid-range,4000,15.831800,78.040700,4.1
Andhra Pradesh,Kurnool,Hotel Athidhi Regency,budget,2200,15.829400,78.039100,3.8
Andhra Pradesh,Kurnool,Hotel Eesha Residency,budget,2000,15.827900,78.041300,3.7
Andhra Pradesh,Kurnool,Hotel Rajavihar,luxury,6500,15.825600,78.037900,4.4
Andhra Pradesh,Kurnool,Hotel Akshaya,budget,1800,15.826700,78.038600,3.6
Andhra Pradesh,Kurnool,OYO Townhouse Kurnool,budget,1700,15.829800,78.040900,3.5
Andhra Pradesh,Kurnool,Hotel Sai Teja,budget,1600,15.828300,78.041800,3.4
Andhra Pradesh,Kurnool,Hotel Central Plaza,mid-range,3900,15.830100,78.039500,4.0
Andhra Pradesh,Rajahmundry,River Bay Resort,luxury,8800,17.003900,81.786600,4.5
Andhra Pradesh,Rajahmundry,Hotel Anand Regency,mid-range,4200,17.004200,81.789300,4.1
Andhra Pradesh,Rajahmundry,Manjeera Sarovar Premiere,luxury,9000,16.999800,81.790900,4.6
Andhra Pradesh,Rajahmundry,Hotel Shelton,mid-range,3800,17.006400,81.792100,4.0
Andhra Pradesh,Rajahmundry,Hotel La Hospin,budget,2200,17.005800,81.791700,3.8
Andhra Pradesh,Rajahmundry,OYO River View,budget,1900,17.002600,81.785200,3.6
Andhra Pradesh,Rajahmundry,Hotel Royal Fort,budget,2000,17.004900,81.789900,3.7
Andhra Pradesh,Rajahmundry,Hotel Akshaya,budget,1800,17.003300,81.788800,3.5
Andhra Pradesh,Rajahmundry,Hotel Pushkar,budget,1700,17.006900,81.792500,3.6
Andhra Pradesh,Rajahmundry,Hotel Jetty Grand,mid-range,4100,17.007400,81.794200,4.0
Andhra Pradesh,Guntur,The Capital Hotel,luxury,7200,16.306500,80.436900,4.4
Andhra Pradesh,Guntur,Hotel Geetha Regency,mid-range,4200,16.308800,80.437500,4.1
Andhra Pradesh,Guntur,Hotel Siddhartha Grand,mid-range,4500,16.305900,80.438200,4.2
Andhra Pradesh,Guntur,Hotel Swarna Palace,mid-range,3900,16.309700,80.435600,4.0
Andhra Pradesh,Guntur,Hotel Karthikeya Grand,luxury,6800,16.304300,80.439100,4.3
Andhra Pradesh,Guntur,Treebo Trend Empire,budget,2200,16.307400,80.434800,3.8
Andhra Pradesh,Guntur,Hotel V Royal,budget,2000,16.310100,80.436200,3.7
Andhra Pradesh,Guntur,Hotel Mourya Inn,budget,1900,16.308200,80.435100,3.6
Andhra Pradesh,Guntur,OYO Flagship Guntur,budget,1700,16.306800,80.437900,3.5
Andhra Pradesh,Guntur,Hotel Surya Grand,mid-range,4100,16.305200,80.440300,4.0
Andhra Pradesh,Nellore,Hotel Minerva Grand Nellore,luxury,7600,14.442900,79.986800,4.5
Andhra Pradesh,Nellore,Hotel DR Utthama,mid-range,4200,14.443600,79.987300,4.1
Andhra Pradesh,Nellore,Hotel Blue Moon,mid-range,3900,14.440200,79.985900,4.0
Andhra Pradesh,Nellore,Hotel Sree Lakshmi Residency,budget,2200,14.444100,79.984500,3.8
Andhra Pradesh,Nellore,Hotel City Pride,budget,2000,14.441700,79.988200,3.7
Andhra Pradesh,Nellore,OYO Townhouse Nellore,budget,1800,14.442500,79.989100,3.6
Andhra Pradesh,Nellore,Hotel Kalpana Residency,budget,1700,14.440900,79.987600,3.5
Andhra Pradesh,Nellore,Hotel RRR Grand,mid-range,4100,14.443900,79.986200,4.0
Andhra Pradesh,Nellore,Hotel Mourya Inn Nellore,mid-range,4300,14.445300,79.985300,4.2
Andhra Pradesh,Nellore,Hotel Sai International,budget,1600,14.441200,79.984100,3.4
Andhra Pradesh,Ongole,Hotel Kaveri Grand,luxury,7000,15.505600,80.048800,4.4
Andhra Pradesh,Ongole,Hotel Vikram Deluxe,mid-range,4200,15.506900,80.047200,4.1
Andhra Pradesh,Ongole,Hotel Central Park,mid-range,3900,15.504800,80.050300,4.0
Andhra Pradesh,Ongole,Hotel Raghavendra Residency,budget,2100,15.503600,80.046700,3.8
Andhra Pradesh,Ongole,Hotel Sitara Inn,budget,2000,15.507200,80.048900,3.7
Andhra Pradesh,Ongole,OYO Ongole Central,budget,1800,15.505100,80.047600,3.6
Andhra Pradesh,Ongole,Hotel Surya Inn,budget,1700,15.504200,80.049800,3.5
Andhra Pradesh,Ongole,Hotel Swarna Palace Ongole,mid-range,4100,15.506300,80.046100,4.0
Andhra Pradesh,Ongole,Hotel Mourya Inn Ongole,mid-range,4300,15.507600,80.047900,4.2
Andhra Pradesh,Ongole,Hotel Sai Residency,budget,1600,15.503900,80.048300,3.4
Andhra Pradesh,Eluru,Hotel Grand Arya,luxury,6800,16.711200,81.095900,4.4
Andhra Pradesh,Eluru,Hotel Sri Ram Grand,mid-range,4200,16.709800,81.096300,4.1
Andhra Pradesh,Eluru,Hotel Blue Moon Eluru,mid-range,3900,16.712600,81.094800,4.0
Andhra Pradesh,Eluru,Hotel Vivera,budget,2200,16.710300,81.097900,3.8
Andhra Pradesh,Eluru,Hotel Sai Residency Eluru,budget,2000,16.708900,81.095400,3.7
Andhra Pradesh,Eluru,OYO Eluru Central,budget,1800,16.711800,81.096600,3.6
Andhra Pradesh,Eluru,Hotel Minerva Eluru,mid-range,4300,16.713200,81.097200,4.2
Andhra Pradesh,Eluru,Hotel Sri Lakshmi,budget,1700,16.709600,81.098300,3.5
Andhra Pradesh,Eluru,Hotel Mourya Inn Eluru,mid-range,4100,16.710900,81.094600,4.0
Andhra Pradesh,Eluru,Hotel City Park Eluru,budget,1600,16.708200,81.096100,3.4
Andhra Pradesh,Srikakulam,Hotel River View,luxury,6500,18.296800,83.897900,4.4
Andhra Pradesh,Srikakulam,Hotel Ananda Inn,mid-range,4200,18.298300,83.896700,4.1
Andhra Pradesh,Srikakulam,Hotel Royal Park,mid-range,3900,18.295700,83.899200,4.0
Andhra Pradesh,Srikakulam,Hotel Sri Sai Residency,budget,2200,18.297600,83.895800,3.8
Andhra Pradesh,Srikakulam,Hotel Blue Moon Srikakulam,budget,2000,18.296200,83.898600,3.7
Andhra Pradesh,Srikakulam,OYO Srikakulam Central,budget,1800,18.294900,83.897300,3.6
Andhra Pradesh,Srikakulam,Hotel Mourya Inn Srikakulam,mid-range,4300,18.299100,83.896200,4.2
Andhra Pradesh,Srikakulam,Hotel Vamsi Residency,budget,1700,18.295400,83.899800,3.5
Andhra Pradesh,Srikakulam,Hotel Sri Lakshmi Grand,mid-range,4100,18.297900,83.898100,4.0
Andhra Pradesh,Srikakulam,Hotel City Square,budget,1600,18.296500,83.896900,3.4
Andhra Pradesh,Kakinada,Paradigm Sarovar Portico,luxury,7800,16.989800,82.246900,4.5
Andhra Pradesh,Kakinada,Hotel Royal Park,luxury,7200,16.987400,82.245100,4.4
Andhra Pradesh,Kakinada,Hotel Subham Grand,mid-range,4200,16.988900,82.247800,4.1
Andhra Pradesh,Kakinada,Hotel Viswa Residency,mid-range,3900,16.990200,82.248600,4.0
Andhra Pradesh,Kakinada,Hotel Anand Regency,budget,2200,16.987100,82.249200,3.8
Andhra Pradesh,Kakinada,OYO Kakinada Central,budget,1900,16.988600,82.246200,3.6
Andhra Pradesh,Kakinada,Hotel Blue Moon Kakinada,budget,1800,16.989300,82.245700,3.5
Andhra Pradesh,Kakinada,Hotel Mourya Inn Kakinada,mid-range,4300,16.990900,82.247100,4.2
Andhra Pradesh,Kakinada,Hotel City Pride,budget,1700,16.987900,82.248900,3.4
Andhra Pradesh,Kakinada,Hotel Central Park Kakinada,mid-range,4100,16.989600,82.246500,4.0
Andhra Pradesh,Anantapur,Hotel Manasa Grand,luxury,7000,14.681900,77.600300,4.4
Andhra Pradesh,Anantapur,Hotel Blue Moon Anantapur,mid-range,4200,14.682800,77.598900,4.1
Andhra Pradesh,Anantapur,Hotel Mourya Inn Anantapur,mid-range,4000,14.684100,77.599700,4.0
Andhra Pradesh,Anantapur,Hotel Surya Residency,budget,2200,14.681200,77.601600,3.8
Andhra Pradesh,Anantapur,Hotel Sai Teja,budget,2000,14.683500,77.602300,3.7
Andhra Pradesh,Anantapur,OYO Anantapur Central,budget,1800,14.682100,77.600900,3.6
Andhra Pradesh,Anantapur,Hotel Minerva Grand,luxury,7600,14.685200,77.598100,4.5
Andhra Pradesh,Anantapur,Hotel City Park,budget,1700,14.680600,77.603400,3.5
Andhra Pradesh,Anantapur,Hotel Royal Palace,mid-range,4300,14.684700,77.599300,4.2
Andhra Pradesh,Anantapur,Hotel Sri Lakshmi Residency,budget,1600,14.683900,77.601900,3.4
Andhra Pradesh,Kadapa,Hotel Grand Arya Kadapa,luxury,7200,14.476800,78.835600,4.4
Andhra Pradesh,Kadapa,Hotel Mourya Inn Kadapa,mid-range,4300,14.477900,78.836900,4.2
Andhra Pradesh,Kadapa,Hotel Blue Moon Kadapa,mid-range,4000,14.475600,78.834100,4.0
Andhra Pradesh,Kadapa,Hotel Sri Lakshmi Grand,budget,2200,14.474300,78.833800,3.8
Andhra Pradesh,Kadapa,Hotel Sai Residency Kadapa,budget,2000,14.476200,78.837200,3.7
Andhra Pradesh,Kadapa,OYO Kadapa Central,budget,1800,14.477100,78.835400,3.6
Andhra Pradesh,Kadapa,Hotel Minerva Grand Kadapa,luxury,7800,14.478500,78.834600,4.5
Andhra Pradesh,Kadapa,Hotel City Park Kadapa,budget,1700,14.475100,78.836100,3.5
Andhra Pradesh,Kadapa,Hotel Royal Fort Kadapa,mid-range,4200,14.476900,78.838000,4.1
Andhra Pradesh,Kadapa,Hotel Central Park Kadapa,mid-range,4100,14.478200,78.833900,4.0
Andhra Pradesh,Chittoor,Fortune Select Grand Ridge,luxury,8200,13.630900,79.414600,4.6
Andhra Pradesh,Chittoor,Hotel Pai Viceroy,luxury,7600,13.627800,79.418300,4.5
Andhra Pradesh,Chittoor,Hotel Bliss Chittoor,mid-range,4500,13.628600,79.416700,4.2
Andhra Pradesh,Chittoor,Hotel Minerva Grand Chittoor,mid-range,4800,13.629400,79.419100,4.3
Andhra Pradesh,Chittoor,Hotel Sri Lakshmi Residency,budget,2300,13.627100,79.417600,3.8
Andhra Pradesh,Chittoor,OYO Chittoor Central,budget,2000,13.626800,79.415900,3.6
Andhra Pradesh,Chittoor,Hotel Harsha Residency,budget,1900,13.630200,79.418900,3.7
Andhra Pradesh,Chittoor,Hotel PLR Grand Chittoor,budget,2100,13.628300,79.416200,3.9
Andhra Pradesh,Chittoor,Hotel Ramee Guestline,luxury,7800,13.631100,79.414300,4.4
Andhra Pradesh,Chittoor,Hotel City Square Chittoor,budget,1700,13.629800,79.417300,3.5
Andhra Pradesh,Vizianagaram,Hotel Ananda Inn Vizianagaram,luxury,6800,18.113900,83.412100,4.4
Andhra Pradesh,Vizianagaram,Hotel Royal Park Vizianagaram,mid-range,4200,18.114600,83.411300,4.1
Andhra Pradesh,Vizianagaram,Hotel Mourya Inn Vizianagaram,mid-range,4300,18.115800,83.410900,4.2
Andhra Pradesh,Vizianagaram,Hotel Blue Moon Vizianagaram,mid-range,3900,18.112700,83.413400,4.0
Andhra Pradesh,Vizianagaram,Hotel Sri Sai Residency,budget,2200,18.114100,83.414200,3.8
Andhra Pradesh,Vizianagaram,OYO Vizianagaram Central,budget,1900,18.113200,83.412800,3.6
Andhra Pradesh,Vizianagaram,Hotel City Pride Vizianagaram,budget,1800,18.115100,83.411700,3.5
Andhra Pradesh,Vizianagaram,Hotel Minerva Grand Vizianagaram,luxury,7400,18.116300,83.413000,4.5
Andhra Pradesh,Vizianagaram,Hotel Lakshmi Grand,mid-range,4100,18.112900,83.414900,4.0
Andhra Pradesh,Vizianagaram,Hotel Vamsi Residency,budget,1700,18.114800,83.412500,3.4
Andhra Pradesh,Machilipatnam,Hotel Kennison,luxury,6500,16.186200,81.137400,4.4
Andhra Pradesh,Machilipatnam,Hotel Chandra Residency,mid-range,4200,16.185400,81.136800,4.1
Andhra Pradesh,Machilipatnam,Hotel Mourya Inn Machilipatnam,mid-range,4300,16.187100,81.138200,4.2
Andhra Pradesh,Machilipatnam,Hotel Sri Lakshmi Residency,budget,2200,16.184900,81.135900,3.8
Andhra Pradesh,Machilipatnam,Hotel Blue Moon Machilipatnam,budget,2000,16.186800,81.137900,3.7
Andhra Pradesh,Machilipatnam,OYO Machilipatnam Central,budget,1800,16.185600,81.136300,3.6
Andhra Pradesh,Machilipatnam,Hotel Royal Fort Machilipatnam,mid-range,4100,16.187900,81.139100,4.0
Andhra Pradesh,Machilipatnam,Hotel Sai Teja,budget,1700,16.184200,81.135300,3.5
Andhra Pradesh,Machilipatnam,Hotel Minerva Grand Machilipatnam,luxury,7200,16.188600,81.138800,4.5
Andhra Pradesh,Machilipatnam,Hotel City Park Machilipatnam,budget,1600,16.185100,81.136000,3.4
Andhra Pradesh,Nandyal,Hotel DVR Mansion Nandyal,luxury,7000,15.477900,78.482200,4.4
Andhra Pradesh,Nandyal,Hotel Mourya Inn Nandyal,mid-range,4300,15.476500,78.483600,4.2
Andhra Pradesh,Nandyal,Hotel Blue Moon Nandyal,mid-range,4000,15.478300,78.481700,4.0
Andhra Pradesh,Nandyal,Hotel Sri Lakshmi Grand,budget,2200,15.479200,78.480900,3.8
Andhra Pradesh,Nandyal,Hotel Sai Residency Nandyal,budget,2000,15.476900,78.484300,3.7
Andhra Pradesh,Nandyal,OYO Nandyal Central,budget,1800,15.478600,78.482800,3.6
Andhra Pradesh,Nandyal,Hotel Central Park Nandyal,mid-range,4100,15.480100,78.483900,4.1
Andhra Pradesh,Nandyal,Hotel Royal Fort Nandyal,mid-range,4200,15.477200,78.485100,4.0
Andhra Pradesh,Nandyal,Hotel City Pride Nandyal,budget,1700,15.479800,78.481300,3.5
Andhra Pradesh,Nandyal,Hotel Minerva Grand Nandyal,luxury,7600,15.481500,78.484600,4.5
Andhra Pradesh,Proddatur,Hotel Sri Sai Grand,luxury,6800,14.739800,78.551400,4.4
Andhra Pradesh,Proddatur,Hotel Mourya Inn Proddatur,mid-range,4200,14.740900,78.550700,4.1
Andhra Pradesh,Proddatur,Hotel Blue Moon Proddatur,mid-range,3900,14.738600,78.552300,4.0
Andhra Pradesh,Proddatur,Hotel Sri Lakshmi Residency,budget,2200,14.739200,78.549800,3.8
Andhra Pradesh,Proddatur,Hotel Sai Teja Proddatur,budget,2000,14.741300,78.553100,3.7
Andhra Pradesh,Proddatur,OYO Proddatur Central,budget,1800,14.739700,78.551900,3.6
Andhra Pradesh,Proddatur,Hotel Central Park Proddatur,mid-range,4100,14.738900,78.550100,4.0
Andhra Pradesh,Proddatur,Hotel City Square Proddatur,budget,1700,14.740600,78.552800,3.5
Andhra Pradesh,Proddatur,Hotel Minerva Grand Proddatur,luxury,7400,14.742100,78.550400,4.5
Andhra Pradesh,Proddatur,Hotel Royal Fort Proddatur,mid-range,4300,14.738300,78.551600,4.2
Andhra Pradesh,Tenali,Hotel Chandra Grand,luxury,6600,16.240800,80.642100,4.4
Andhra Pradesh,Tenali,Hotel Mourya Inn Tenali,mid-range,4200,16.239600,80.641300,4.1
Andhra Pradesh,Tenali,Hotel Blue Moon Tenali,mid-range,3900,16.241100,80.640200,4.0
Andhra Pradesh,Tenali,Hotel Sri Lakshmi Residency,budget,2200,16.239200,80.643400,3.8
Andhra Pradesh,Tenali,Hotel Sai Residency Tenali,budget,2000,16.242300,80.641700,3.7
Andhra Pradesh,Tenali,OYO Tenali Central,budget,1800,16.240100,80.642900,3.6
Andhra Pradesh,Tenali,Hotel Central Park Tenali,mid-range,4100,16.241800,80.640900,4.0
Andhra Pradesh,Tenali,Hotel City Pride Tenali,budget,1700,16.239900,80.641100,3.5
Andhra Pradesh,Tenali,Hotel Minerva Grand Tenali,luxury,7200,16.243200,80.642600,4.5
Andhra Pradesh,Tenali,Hotel Royal Palace Tenali,mid-range,4300,16.242700,80.640500,4.2
Andhra Pradesh,Amaravati,The Gateway Hotel Amaravati,luxury,8500,16.573900,80.358900,4.6
Andhra Pradesh,Amaravati,Hotel Minerva Grand Amaravati,luxury,7800,16.575200,80.360400,4.5
Andhra Pradesh,Amaravati,Hotel Mourya Inn Amaravati,mid-range,4200,16.572100,80.357600,4.1
Andhra Pradesh,Amaravati,Hotel Blue Moon Amaravati,mid-range,3900,16.571400,80.359200,4.0
Andhra Pradesh,Amaravati,Hotel Sri Lakshmi Residency,budget,2200,16.570800,80.356900,3.8
Andhra Pradesh,Amaravati,Hotel Sai Residency Amaravati,budget,2000,16.573400,80.360800,3.7
Andhra Pradesh,Amaravati,OYO Amaravati Central,budget,1800,16.572900,80.358200,3.6
Andhra Pradesh,Amaravati,Hotel Central Park Amaravati,mid-range,4100,16.574600,80.359700,4.0
Andhra Pradesh,Amaravati,Hotel City Square Amaravati,budget,1700,16.571900,80.357300,3.5
Andhra Pradesh,Amaravati,Hotel Royal Palace Amaravati,mid-range,4300,16.575800,80.361100,4.2
