state,city,hotel_name,hotel_category,avg_price_per_night_inr,latitude,longitude,rating
Karnataka,Chikmagalur,Grand Resort Chikmagalur,mid-range,2525,13.325231,75.76992,3.5
Karnataka,Chikmagalur,Royal Hotel Chikmagalur,budget,1731,13.281464,75.724882,4.4
Karnataka,Chikmagalur,Emerald Lodge Chikmagalur,mid-range,5409,13.310683,75.78684,4.9
Karnataka,Chikmagalur,Heritage Suites Chikmagalur,luxury,11126,13.309575,75.769302,3.5
Karnataka,Chikmagalur,Blue Resort Chikmagalur,budget,1427,13.306693,75.765277,3.8
Karnataka,Chikmagalur,Palm Inn Chikmagalur,budget,1926,13.300405,75.806003,3.9
Karnataka,Chikmagalur,Imperial Suites Chikmagalur,luxury,7394,13.311555,75.761257,3.3
Karnataka,Chikmagalur,Boutique Inn Chikmagalur,mid-range,4192,13.318896,75.810137,4.5
Karnataka,Chikmagalur,Sunset Inn Chikmagalur,mid-range,4154,13.288659,75.722191,3.6
Karnataka,Chikmagalur,Ocean Lodge Chikmagalur,mid-range,5371,13.323838,75.76271,3.5
Karnataka,Badami,Grand Resort Badami,budget,1655,15.868607,75.697014,3.7
Karnataka,Badami,Royal Hotel Badami,budget,1208,15.871856,75.725416,4.5
Karnataka,Badami,Emerald Suites Badami,budget,1355,15.965005,75.646974,3.5
Karnataka,Badami,Heritage Inn Badami,luxury,5412,15.900887,75.691016,4.7
Karnataka,Badami,Blue Suites Badami,luxury,8521,15.926991,75.674791,3.1
Karnataka,Badami,Palm Lodge Badami,luxury,5958,15.906366,75.634444,4.5
Karnataka,Badami,Imperial Inn Badami,budget,654,15.924501,75.690363,4.9
Karnataka,Badami,Boutique Inn Badami,mid-range,5517,15.941407,75.659572,4.0
Karnataka,Badami,Sunset Suites Badami,budget,1029,15.903817,75.666882,4.2
Karnataka,Badami,Ocean Resort Badami,luxury,7396,15.914336,75.684672,4.5
Karnataka,Belagavi,Grand Suites Belagavi,mid-range,3191,15.800391,74.466871,3.1
Karnataka,Belagavi,Royal Inn Belagavi,mid-range,5110,15.862326,74.464686,3.1
Karnataka,Belagavi,Emerald Hotel Belagavi,luxury,8502,15.810086,74.464909,3.6
Karnataka,Belagavi,Heritage Hotel Belagavi,luxury,4886,15.842152,74.507307,3.9
Karnataka,Belagavi,Blue Inn Belagavi,mid-range,4519,15.875755,74.500731,3.6
Karnataka,Belagavi,Palm Inn Belagavi,luxury,4427,15.893323,74.454894,3.5
Karnataka,Belagavi,Imperial Hotel Belagavi,mid-range,3855,15.817233,74.450593,3.0
Karnataka,Belagavi,Boutique Lodge Belagavi,mid-range,4999,15.895131,74.478658,4.8
Karnataka,Belagavi,Sunset Suites Belagavi,luxury,2778,15.897772,74.511323,3.1
Karnataka,Belagavi,Ocean Hotel Belagavi,mid-range,2923,15.827,74.452373,4.0
Karnataka,Hubballi,Grand Resort Hubballi,mid-range,5727,15.346354,75.128967,3.4
Karnataka,Hubballi,Royal Suites Hubballi,budget,542,15.389197,75.095163,3.5
Karnataka,Hubballi,Emerald Hotel Hubballi,luxury,7336,15.365034,75.084554,3.6
Karnataka,Hubballi,Heritage Hotel Hubballi,budget,687,15.33867,75.1609,4.8
Karnataka,Hubballi,Blue Resort Hubballi,budget,1061,15.317676,75.076174,4.9
Karnataka,Hubballi,Palm Suites Hubballi,mid-range,5054,15.397368,75.119774,4.1
Karnataka,Hubballi,Imperial Inn Hubballi,mid-range,4470,15.384259,75.148797,3.6
Karnataka,Hubballi,Boutique Inn Hubballi,luxury,11763,15.410838,75.075423,4.7
Karnataka,Hubballi,Sunset Inn Hubballi,budget,1971,15.320551,75.088706,4.5
Karnataka,Hubballi,Ocean Lodge Hubballi,mid-range,3670,15.410474,75.099769,4.5
Karnataka,Dharwad,Grand Hotel Dharwad,budget,1297,15.47018,75.043795,3.1
Karnataka,Dharwad,Royal Resort Dharwad,luxury,11809,15.492079,74.97825,4.0
Karnataka,Dharwad,Emerald Resort Dharwad,luxury,10548,15.463939,75.056544,4.2
Karnataka,Dharwad,Heritage Inn Dharwad,mid-range,2399,15.477025,75.024704,4.2
Karnataka,Dharwad,Blue Suites Dharwad,budget,838,15.490162,74.962269,4.4
Karnataka,Dharwad,Palm Resort Dharwad,luxury,4899,15.408963,74.973982,4.3
Karnataka,Dharwad,Imperial Resort Dharwad,luxury,8370,15.452794,74.962324,3.7
Karnataka,Dharwad,Boutique Lodge Dharwad,luxury,8397,15.453356,75.026482,3.2
Karnataka,Dharwad,Sunset Suites Dharwad,luxury,8772,15.448061,75.000733,3.8
Karnataka,Dharwad,Ocean Suites Dharwad,mid-range,5637,15.499297,75.000491,3.6
Karnataka,Udupi,Grand Hotel Udupi,budget,1023,13.357688,74.79011,3.1
Karnataka,Udupi,Royal Resort Udupi,luxury,12590,13.297283,74.708459,4.2
Karnataka,Udupi,Emerald Hotel Udupi,mid-range,3671,13.323788,74.787461,5.0
Karnataka,Udupi,Heritage Lodge Udupi,luxury,4197,13.388758,74.774373,3.5
Karnataka,Udupi,Blue Lodge Udupi,luxury,12021,13.327057,74.781681,3.3
Karnataka,Udupi,Palm Hotel Udupi,luxury,12869,13.359762,74.765281,4.5
Karnataka,Udupi,Imperial Inn Udupi,mid-range,2727,13.325577,74.719229,4.6
Karnataka,Udupi,Boutique Hotel Udupi,mid-range,4561,13.330624,74.752143,3.8
Karnataka,Udupi,Sunset Resort Udupi,luxury,12042,13.38974,74.694843,3.4
Karnataka,Udupi,Ocean Suites Udupi,budget,1319,13.382975,74.731472,4.7
Karnataka,Karwar,Grand Suites Karwar,luxury,7759,14.818225,74.130909,3.7
Karnataka,Karwar,Royal Lodge Karwar,mid-range,2304,14.818934,74.161376,4.2
Karnataka,Karwar,Emerald Hotel Karwar,budget,1126,14.787693,74.132124,4.9
Karnataka,Karwar,Heritage Hotel Karwar,budget,1449,14.838369,74.153675,3.1
Karnataka,Karwar,Blue Lodge Karwar,luxury,14009,14.761096,74.084634,4.5
Karnataka,Karwar,Palm Inn Karwar,mid-range,3009,14.82524,74.148592,3.5
Karnataka,Karwar,Imperial Resort Karwar,budget,742,14.806631,74.113827,3.3
Karnataka,Karwar,Boutique Inn Karwar,budget,842,14.818902,74.117294,3.4
Karnataka,Karwar,Sunset Inn Karwar,budget,1127,14.805974,74.104701,4.1
Karnataka,Karwar,Ocean Resort Karwar,mid-range,4585,14.824527,74.155239,4.2
Karnataka,Murudeshwar,Grand Lodge Murudeshwar,luxury,10714,14.137259,74.527168,3.9
Karnataka,Murudeshwar,Royal Hotel Murudeshwar,luxury,7645,14.125387,74.49059,4.9
Karnataka,Murudeshwar,Emerald Lodge Murudeshwar,budget,846,14.062199,74.457843,3.9
Karnataka,Murudeshwar,Heritage Hotel Murudeshwar,mid-range,5929,14.115319,74.529008,3.2
Karnataka,Murudeshwar,Blue Inn Murudeshwar,mid-range,2587,14.044329,74.448792,4.6
Karnataka,Murudeshwar,Palm Hotel Murudeshwar,mid-range,2471,14.132492,74.469293,3.2
Karnataka,Murudeshwar,Imperial Inn Murudeshwar,luxury,6405,14.078147,74.520992,4.7
Karnataka,Murudeshwar,Boutique Resort Murudeshwar,budget,1634,14.048735,74.515146,4.8
Karnataka,Murudeshwar,Sunset Suites Murudeshwar,mid-range,5711,14.129832,74.469253,4.0
Karnataka,Murudeshwar,Ocean Inn Murudeshwar,budget,1939,14.06079,74.51138,4.9
Karnataka,Jog Falls,Grand Hotel Jog Falls,mid-range,3906,14.175275,74.801717,4.3
Karnataka,Jog Falls,Royal Suites Jog Falls,mid-range,4234,14.223756,74.794959,4.4
Karnataka,Jog Falls,Emerald Lodge Jog Falls,mid-range,4658,14.22215,74.85931,4.3
Karnataka,Jog Falls,Heritage Hotel Jog Falls,luxury,3352,14.231775,74.846936,3.5
Karnataka,Jog Falls,Blue Inn Jog Falls,luxury,8905,14.195784,74.811811,4.8
Karnataka,Jog Falls,Palm Suites Jog Falls,budget,1731,14.263519,74.789387,4.7
Karnataka,Jog Falls,Imperial Resort Jog Falls,mid-range,4065,14.23967,74.779204,4.2
Karnataka,Jog Falls,Boutique Lodge Jog Falls,mid-range,2957,14.250084,74.783335,3.2
Karnataka,Jog Falls,Sunset Resort Jog Falls,budget,1771,14.20887,74.81793,4.5
Karnataka,Jog Falls,Ocean Suites Jog Falls,budget,976,14.202093,74.809006,4.8
Karnataka,Bandipur,Grand Resort Bandipur,mid-range,3319,11.695654,76.660199,3.3
Karnataka,Bandipur,Royal Inn Bandipur,mid-range,5943,11.70582,76.659122,3.7
Karnataka,Bandipur,Emerald Hotel Bandipur,budget,1386,11.681585,76.589262,3.5
Karnataka,Bandipur,Heritage Resort Bandipur,mid-range,5057,11.659997,76.666192,4.8
Karnataka,Bandipur,Blue Hotel Bandipur,luxury,10532,11.631234,76.639787,3.3
Karnataka,Bandipur,Palm Suites Bandipur,luxury,4679,11.684956,76.632524,4.8
Karnataka,Bandipur,Imperial Resort Bandipur,budget,1329,11.667124,76.620743,3.3
Karnataka,Bandipur,Boutique Suites Bandipur,budget,1681,11.705893,76.610437,4.3
Karnataka,Bandipur,Sunset Suites Bandipur,budget,1360,11.688093,76.665076,4.1
Karnataka,Bandipur,Ocean Resort Bandipur,budget,1279,11.626848,76.617968,3.8
Karnataka,Kabini,Grand Inn Kabini,budget,1647,11.89751,76.251318,3.5
Karnataka,Kabini,Royal Inn Kabini,luxury,9466,11.970462,76.218386,4.8
Karnataka,Kabini,Emerald Suites Kabini,mid-range,2706,11.911737,76.208288,3.2
Karnataka,Kabini,Heritage Suites Kabini,budget,1399,11.895311,76.245799,4.2
Karnataka,Kabini,Blue Inn Kabini,luxury,14175,11.945793,76.262968,3.6
Karnataka,Kabini,Palm Inn Kabini,mid-range,4218,11.873593,76.193342,4.1
Karnataka,Kabini,Imperial Inn Kabini,luxury,10689,11.887491,76.192174,4.3
Karnataka,Kabini,Boutique Inn Kabini,mid-range,4953,11.914819,76.217002,4.5
Karnataka,Kabini,Sunset Hotel Kabini,luxury,3075,11.883613,76.199967,3.9
Karnataka,Kabini,Ocean Hotel Kabini,mid-range,4930,11.966693,76.24063,3.6
Karnataka,Pattadakal,Grand Lodge Pattadakal,luxury,11299,15.904949,75.864727,4.4
Karnataka,Pattadakal,Royal Resort Pattadakal,budget,956,15.969525,75.783491,4.9
Karnataka,Pattadakal,Emerald Suites Pattadakal,luxury,9283,15.938882,75.845927,3.2
Karnataka,Pattadakal,Heritage Hotel Pattadakal,mid-range,4920,15.975512,75.797129,4.3
Karnataka,Pattadakal,Blue Resort Pattadakal,luxury,2542,15.95366,75.803446,4.6
Karnataka,Pattadakal,Palm Resort Pattadakal,budget,807,15.920804,75.790115,4.5
Karnataka,Pattadakal,Imperial Inn Pattadakal,luxury,2385,15.934718,75.796171,3.8
Karnataka,Pattadakal,Boutique Lodge Pattadakal,mid-range,3593,15.941708,75.862747,4.2
Karnataka,Pattadakal,Sunset Hotel Pattadakal,mid-range,2764,15.940808,75.771064,3.4
Karnataka,Pattadakal,Ocean Lodge Pattadakal,budget,680,15.90956,75.808691,3.8
Karnataka,Aihole,Grand Resort Aihole,budget,1343,16.008741,75.836174,4.0
Karnataka,Aihole,Royal Lodge Aihole,luxury,7635,16.026344,75.898256,3.8
Karnataka,Aihole,Emerald Hotel Aihole,budget,876,16.007313,75.864864,4.4
Karnataka,Aihole,Heritage Hotel Aihole,mid-range,3074,16.019023,75.915514,4.5
Karnataka,Aihole,Blue Inn Aihole,luxury,6773,16.021987,75.893524,4.9
Karnataka,Aihole,Palm Inn Aihole,mid-range,4177,15.993716,75.920465,4.3
Karnataka,Aihole,Imperial Hotel Aihole,budget,566,15.992713,75.870788,4.5
Karnataka,Aihole,Boutique Lodge Aihole,luxury,8379,15.983616,75.862043,3.6
Karnataka,Aihole,Sunset Suites Aihole,luxury,10192,15.993983,75.849696,3.4
Karnataka,Aihole,Ocean Lodge Aihole,mid-range,2748,16.029303,75.927611,3.0
Karnataka,Bijapur,Grand Lodge Bijapur,budget,1253,16.793054,75.737912,3.1
Karnataka,Bijapur,Royal Lodge Bijapur,budget,1705,16.835532,75.678626,5.0
Karnataka,Bijapur,Emerald Lodge Bijapur,mid-range,5438,16.791318,75.674074,3.9
Karnataka,Bijapur,Heritage Resort Bijapur,budget,1828,16.857131,75.739902,3.8
Karnataka,Bijapur,Blue Resort Bijapur,luxury,5402,16.791354,75.711995,3.8
Karnataka,Bijapur,Palm Hotel Bijapur,mid-range,2921,16.801441,75.711249,3.9
Karnataka,Bijapur,Imperial Suites Bijapur,budget,1884,16.858756,75.753519,3.2
Karnataka,Bijapur,Boutique Suites Bijapur,budget,1989,16.78361,75.722263,3.3
Karnataka,Bijapur,Sunset Hotel Bijapur,budget,1084,16.810131,75.694467,3.8
Karnataka,Bijapur,Ocean Lodge Bijapur,budget,1052,16.876744,75.718056,4.3
