state,city,hotel_name,hotel_category,avg_price_per_night_inr,latitude,longitude,rating
Kerala,Alleppey,Eco Inn Alleppey,mid-range,4140,9.60277,76.431797,3.7
Kerala,Alleppey,Ocean Hotel Alleppey,budget,1872,9.567296,76.3968,3.8
Kerala,Alleppey,Imperial Retreat Alleppey,mid-range,3326,9.566221,76.414382,4.1
Kerala,Alleppey,Royal Inn Alleppey,luxury,10742,9.579344,76.422084,4.3
Kerala,Kochi,Premium Resort Kochi,mid-range,3506,9.947071,76.256213,4.1
Kerala,Kochi,Blue Hotel Kochi,budget,1776,9.957959,76.223534,3.9
Kerala,Kochi,Sunrise Resort Kochi,luxury,5895,9.955556,76.236615,4.5
Kerala,Kochi,Grand Lodge Kochi,budget,1840,9.948808,76.22838,3.4
Kerala,Kochi,Palm Suites Kochi,luxury,9458,9.960193,76.260394,4.2
Kerala,Kochi,Classic Lodge Kochi,budget,1015,9.958836,76.234942,3.5
Kerala,Kochi,Blue Resort Kochi,budget,1575,9.953738,76.247089,3.4
Kerala,Kochi,Sunset Hotel Kochi,luxury,11110,9.982378,76.245157,4.8
Kerala,Kochi,Grand Retreat Kochi,budget,1352,9.949383,76.247817,3.0
Kerala,Kochi,Eco Suites Kochi,mid-range,4821,9.963822,76.222592,3.7
Kerala,Kochi,Sunrise Hotel Kochi,mid-range,4283,9.962554,76.247616,3.7
Kerala,Kochi,Classic Suites Kochi,luxury,11933,9.973184,76.260315,4.5
Kerala,Kochi,Sunset Retreat Kochi,budget,1328,9.965398,76.250669,3.9
Kerala,Kochi,Emerald Hotel Kochi,budget,1011,9.975507,76.26092,3.8
Kerala,Kochi,Boutique Retreat Kochi,mid-range,3945,9.976343,76.254229,4.5
Kerala,Kochi,Ocean Resort Kochi,budget,1647,9.952856,76.267739,4.0
Kerala,Kochi,Classic Hotel Kochi,budget,1389,9.949728,76.274811,3.4
Kerala,Kochi,Eco Retreat Kochi,luxury,12811,9.9687,76.266843,4.7
Kerala,Kochi,Grand Inn Kochi,luxury,6126,9.972083,76.262787,4.6
Kerala,Kochi,Blue Suites Kochi,budget,942,9.977544,76.273363,3.9
Kerala,Kochi,Palm Lodge Kochi,budget,1424,9.978189,76.232553,3.2
Kerala,Kochi,Royal Hotel Kochi,luxury,5986,9.972007,76.22949,4.7
Kerala,Kochi,Mountain Lodge Kochi,budget,1763,9.963792,76.249828,3.2
Kerala,Kochi,Valley Lodge Kochi,budget,1167,9.971709,76.256033,3.5
Kerala,Kochi,Boutique Inn Kochi,luxury,9062,9.967589,76.254552,4.8
Kerala,Kochi,Ocean Lodge Kochi,mid-range,2069,9.951883,76.222718,4.3
Kerala,Kochi,Eco Inn Kochi,budget,1628,9.969584,76.253085,3.8
Kerala,Kochi,Imperial Retreat Kochi,budget,786,9.965324,76.247205,4.0
Kerala,Kochi,Valley Hotel Kochi,mid-range,2833,9.948824,76.237209,4.1
Kerala,Kochi,Emerald Lodge Kochi,luxury,9568,9.956983,76.252887,4.9
Kerala,Kochi,Grand Resort Kochi,mid-range,3741,9.945728,76.254354,4.1
Kerala,Kochi,Royal Inn Kochi,luxury,10127,9.963869,76.245212,4.3
Kerala,Kochi,Classic Inn Kochi,budget,1319,9.972099,76.245794,3.2
Kerala,Kochi,Premium Hotel Kochi,mid-range,3967,9.951699,76.251511,4.3
Kerala,Kochi,Imperial Hotel Kochi,mid-range,2350,9.972594,76.259766,4.4
Kerala,Kochi,Premium Lodge Kochi,budget,1217,9.938511,76.246063,3.3
Kerala,Kochi,Sunrise Suites Kochi,mid-range,2850,9.959127,76.273476,4.2
Kerala,Kochi,Valley Retreat Kochi,budget,1228,9.940368,76.278562,3.6
Kerala,Kochi,Imperial Lodge Kochi,budget,1135,9.974386,76.28744,3.9
Kerala,Kochi,Palm Resort Kochi,budget,1522,9.997769,76.272796,3.9
Kerala,Kochi,Boutique Resort Kochi,budget,1013,9.98079,76.290371,3.4
Kerala,Kochi,Heritage Inn Kochi,mid-range,4689,9.963114,76.290222,4.2
Kerala,Kochi,Majestic Inn Kochi,budget,1496,9.991763,76.285246,3.8
Kerala,Kochi,Valley Suites Kochi,budget,1393,9.990122,76.258074,3.9
Kerala,Munnar,Grand Inn Munnar,luxury,13728,10.106365,77.032621,4.2
Kerala,Munnar,Valley Lodge Munnar,budget,1949,10.116195,77.048828,3.7
Kerala,Munnar,Royal Suites Munnar,mid-range,4481,10.110591,77.06664,3.9
Kerala,Munnar,Sunset Suites Munnar,luxury,13041,10.087863,77.035703,4.3
Kerala,Munnar,Royal Inn Munnar,luxury,14534,10.108268,77.053269,5.0
Kerala,Munnar,Heritage Hotel Munnar,luxury,8685,10.090141,77.043449,5.0
Kerala,Munnar,Boutique Inn Munnar,mid-range,3977,10.079278,77.040653,4.3
Kerala,Munnar,Mountain Inn Munnar,mid-range,4682,10.115583,77.031447,4.3
Kerala,Munnar,Palm Retreat Munnar,mid-range,2910,10.102658,77.035972,4.4
Kerala,Munnar,Eco Suites Munnar,budget,541,10.095005,77.064766,3.3
Kerala,Munnar,Sunrise Suites Munnar,budget,679,10.090367,77.140856,3.3
Kerala,Munnar,Grand Resort Munnar,budget,1132,10.092523,77.109703,3.3
Kerala,Munnar,Sunrise Lodge Munnar,mid-range,3966,10.111395,77.129202,4.1
Kerala,Munnar,Mountain Retreat Munnar,mid-range,4027,10.109598,77.109105,3.5
Kerala,Munnar,Boutique Retreat Munnar,mid-range,2663,10.090106,77.131359,3.8
Kerala,Munnar,Majestic Retreat Munnar,mid-range,4980,10.12375,77.110744,4.5
Kerala,Munnar,Classic Resort Munnar,mid-range,4454,10.11777,77.133545,3.7
Kerala,Munnar,Mountain Suites Munnar,luxury,8559,10.087691,77.134241,4.6
Kerala,Munnar,Heritage Suites Munnar,budget,1400,10.094188,77.106758,3.7
Kerala,Munnar,Mountain Resort Munnar,budget,1300,10.149928,77.079242,3.1
Kerala,Munnar,Classic Inn Munnar,luxury,10986,10.158768,77.06334,4.8
Kerala,Munnar,Majestic Lodge Munnar,luxury,12249,10.13095,77.076557,4.0
Kerala,Munnar,Heritage Lodge Munnar,luxury,7405,10.144772,77.064096,4.5
Kerala,Munnar,Royal Lodge Munnar,mid-range,4678,10.136067,77.089233,4.3
Kerala,Munnar,Premium Suites Munnar,luxury,10020,10.128901,77.086614,4.3
Kerala,Munnar,Boutique Hotel Munnar,luxury,12741,10.158847,77.095954,4.2
Kerala,Munnar,Premium Hotel Munnar,budget,1118,10.142071,77.078316,3.8
Kerala,Munnar,Emerald Inn Munnar,luxury,12449,10.135999,77.058848,4.8
Kerala,Munnar,Palm Resort Munnar,luxury,7767,10.113672,77.148115,4.9
Kerala,Munnar,Grand Retreat Munnar,budget,749,10.121824,77.165102,3.6
Kerala,Munnar,Ocean Retreat Munnar,luxury,11815,10.112909,77.151669,5.0
Kerala,Munnar,Ocean Resort Munnar,luxury,6914,10.125168,77.165398,4.3
Kerala,Munnar,Sunrise Resort Munnar,luxury,7834,10.123519,77.176671,4.4
Kerala,Munnar,Premium Retreat Munnar,luxury,5329,10.129649,77.178355,4.7
Kerala,Munnar,Emerald Hotel Munnar,mid-range,2952,10.108143,77.171549,4.4
Kerala,Munnar,Boutique Resort Munnar,budget,665,10.097044,77.183147,3.0
Kerala,Munnar,Eco Lodge Munnar,luxury,11023,10.104162,77.162246,4.5
Kerala,Munnar,Valley Retreat Munnar,mid-range,2780,10.123664,77.160832,4.1
Kerala,Munnar,Majestic Suites Munnar,luxury,9450,10.132635,77.248468,4.5
Kerala,Munnar,Premium Inn Munnar,luxury,12822,10.140942,77.258126,4.1
Kerala,Munnar,Ocean Suites Munnar,luxury,12867,10.126092,77.24827,4.6
Kerala,Munnar,Eco Retreat Munnar,luxury,8666,10.134568,77.240882,4.1
Kerala,Munnar,Imperial Inn Munnar,luxury,8718,10.140906,77.26224,4.7
Kerala,Munnar,Blue Hotel Munnar,luxury,9685,10.12348,77.237213,4.8
Kerala,Thiruvananthapuram,Sunset Resort Thiruvananthapuram,budget,1860,8.502605,76.925602,3.3
Kerala,Thiruvananthapuram,Valley Retreat Thiruvananthapuram,budget,1965,8.474427,76.961235,3.7
Kerala,Thiruvananthapuram,Boutique Resort Thiruvananthapuram,luxury,14465,8.502324,76.963024,4.6
Kerala,Thiruvananthapuram,Classic Hotel Thiruvananthapuram,budget,1997,8.48096,76.930309,3.6
Kerala,Thiruvananthapuram,Majestic Lodge Thiruvananthapuram,budget,1026,8.487254,76.92907,3.8
Kerala,Thiruvananthapuram,Valley Lodge Thiruvananthapuram,budget,1576,8.463391,76.935469,3.2
Kerala,Thiruvananthapuram,Emerald Resort Thiruvananthapuram,budget,816,8.483512,76.923602,3.1
Kerala,Thiruvananthapuram,Boutique Hotel Thiruvananthapuram,mid-range,3895,8.497273,76.928916,3.7
Kerala,Thiruvananthapuram,Valley Suites Thiruvananthapuram,mid-range,3545,8.470668,76.951758,4.4
Kerala,Thiruvananthapuram,Emerald Hotel Thiruvananthapuram,budget,1128,8.483889,76.941269,3.1
Kerala,Thiruvananthapuram,Eco Hotel Thiruvananthapuram,budget,1018,8.506641,76.973705,3.6
Kerala,Thiruvananthapuram,Palm Lodge Thiruvananthapuram,budget,609,8.490344,76.945094,3.8
Kerala,Thiruvananthapuram,Heritage Inn Thiruvananthapuram,budget,861,8.498468,76.947846,3.7
Kerala,Thiruvananthapuram,Majestic Inn Thiruvananthapuram,luxury,8319,8.520157,76.957148,4.7
Kerala,Thiruvananthapuram,Sunset Hotel Thiruvananthapuram,luxury,7636,8.524943,76.968138,4.7
Kerala,Thiruvananthapuram,Imperial Lodge Thiruvananthapuram,mid-range,3602,8.519331,76.966945,3.6
Kerala,Thiruvananthapuram,Sunset Suites Thiruvananthapuram,budget,1411,8.50624,76.958499,3.1
Kerala,Thiruvananthapuram,Emerald Lodge Thiruvananthapuram,mid-range,3159,8.496942,76.966977,4.4
Kerala,Thiruvananthapuram,Classic Lodge Thiruvananthapuram,luxury,6045,8.516801,76.938014,5.0
Kerala,Thiruvananthapuram,Majestic Retreat Thiruvananthapuram,luxury,13814,8.402467,76.992751,4.6
Kerala,Thiruvananthapuram,Blue Suites Thiruvananthapuram,budget,723,8.411892,76.993056,3.7
Kerala,Thiruvananthapuram,Imperial Resort Thiruvananthapuram,luxury,11757,8.40561,76.972991,4.6
Kerala,Thiruvananthapuram,Eco Lodge Thiruvananthapuram,mid-range,3110,8.399124,76.999095,4.3
Kerala,Thiruvananthapuram,Ocean Retreat Thiruvananthapuram,mid-range,2292,8.409686,76.975551,4.1
Kerala,Thiruvananthapuram,Boutique Retreat Thiruvananthapuram,luxury,11444,8.387974,76.990219,5.0
Kerala,Thiruvananthapuram,Eco Inn Thiruvananthapuram,budget,1436,8.402986,76.961681,3.9
Kerala,Wayanad,Eco Inn Wayanad,mid-range,2393,11.619253,76.243474,3.9
Kerala,Wayanad,Emerald Hotel Wayanad,mid-range,4063,11.636605,76.236969,3.8
Kerala,Wayanad,Boutique Suites Wayanad,luxury,12023,11.646048,76.246786,4.6
Kerala,Wayanad,Premium Retreat Wayanad,mid-range,3325,11.626835,76.253342,4.1
Kerala,Wayanad,Boutique Hotel Wayanad,mid-range,2570,11.617986,76.2197,3.8
Kerala,Wayanad,Ocean Suites Wayanad,luxury,12067,11.610278,76.243782,4.9
Kerala,Wayanad,Heritage Retreat Wayanad,mid-range,3219,11.630127,76.236215,4.3
Kerala,Wayanad,Grand Inn Wayanad,mid-range,2561,11.618093,76.226337,3.8
Kerala,Wayanad,Imperial Lodge Wayanad,luxury,6149,11.636776,76.228407,4.1
Kerala,Wayanad,Imperial Hotel Wayanad,budget,1943,11.618295,76.235653,3.4
Kerala,Wayanad,Royal Inn Wayanad,luxury,7903,11.664345,75.973685,4.8
Kerala,Wayanad,Ocean Resort Wayanad,luxury,11010,11.656127,75.958862,4.4
Kerala,Wayanad,Grand Suites Wayanad,budget,553,11.666272,75.936062,3.3
Kerala,Wayanad,Grand Resort Wayanad,mid-range,2612,11.656109,75.962535,4.2
Kerala,Wayanad,Mountain Retreat Wayanad,mid-range,4624,11.686744,75.943215,3.8
Kerala,Wayanad,Ocean Hotel Wayanad,mid-range,3055,11.651854,75.971177,4.1
Kerala,Wayanad,Royal Resort Wayanad,luxury,12365,11.680888,75.945976,4.7
Kerala,Wayanad,Valley Lodge Wayanad,budget,1078,11.662007,75.975251,3.3
Kerala,Wayanad,Valley Resort Wayanad,luxury,14457,11.686505,75.947742,4.6
Kerala,Wayanad,Mountain Inn Wayanad,luxury,8658,11.542964,76.086508,4.4
Kerala,Wayanad,Royal Retreat Wayanad,luxury,11830,11.548183,76.073671,4.0
Kerala,Wayanad,Palm Suites Wayanad,budget,656,11.549361,76.08273,3.9
Kerala,Wayanad,Blue Suites Wayanad,mid-range,2340,11.567745,76.103915,4.2
Kerala,Wayanad,Valley Hotel Wayanad,luxury,5333,11.566805,76.091617,4.8
Kerala,Wayanad,Premium Inn Wayanad,luxury,14096,11.534473,76.103044,4.5
Kerala,Wayanad,Blue Inn Wayanad,luxury,8486,11.571257,76.082164,4.5
Kerala,Wayanad,Grand Lodge Wayanad,mid-range,4215,11.536364,76.088313,4.2
Kerala,Kerala_City_1,Kerala_City_1 Hotel 1,budget,1578,13.217038856139114,76.1144760254391,4.6
Kerala,Kerala_City_1,Kerala_City_1 Hotel 2,budget,4180,12.78574200510672,76.4980308906353,3.0
Kerala,Kerala_City_1,Kerala_City_1 Hotel 3,budget,2178,12.532694607303926,75.74362424646294,4.5
Kerala,Kerala_City_1,Kerala_City_1 Hotel 4,budget,1719,12.69051464411189,75.91713864631814,4.0
Kerala,Kerala_City_1,Kerala_City_1 Hotel 5,budget,3322,12.98257370347406,76.17566437206693,3.5
Kerala,Kerala_City_1,Kerala_City_1 Hotel 6,budget,3628,13.12777249573817,75.71452202490985,3.4
Kerala,Kerala_City_1,Kerala_City_1 Hotel 7,budget,3546,12.641677167078448,75.71603450454899,4.6
Kerala,Kerala_City_1,Kerala_City_1 Hotel 8,budget,1716,12.519910765418825,76.15001450601198,4.0
Kerala,Kerala_City_1,Kerala_City_1 Hotel 9,budget,3290,13.35114036073065,76.27147649405605,4.4
Kerala,Kerala_City_1,Kerala_City_1 Hotel 10,budget,3762,12.53767644779625,75.65961120096827,3.9
Kerala,Kerala_City_2,Kerala_City_2 Hotel 1,budget,2234,13.482416510616387,75.91117243377428,4.8
Kerala,Kerala_City_2,Kerala_City_2 Hotel 2,budget,2895,12.922207842768541,76.11402371526229,4.6
Kerala,Kerala_City_2,Kerala_City_2 Hotel 3,budget,2260,13.13245717620477,75.76958417625269,3.5
Kerala,Kerala_City_2,Kerala_City_2 Hotel 4,budget,4881,12.914146642052017,75.67307546840311,3.8
Kerala,Kerala_City_2,Kerala_City_2 Hotel 5,budget,3860,12.50823144487752,75.6459677240012,4.2
Kerala,Kerala_City_2,Kerala_City_2 Hotel 6,budget,3062,13.140245334936447,75.8329174941048,3.5
Kerala,Kerala_City_2,Kerala_City_2 Hotel 7,budget,1914,13.409562305905547,76.30921844363185,4.6
Kerala,Kerala_City_2,Kerala_City_2 Hotel 8,budget,1259,13.498094730037812,76.0466310538655,3.6
Kerala,Kerala_City_2,Kerala_City_2 Hotel 9,budget,2601,13.113142435314797,76.22731304567453,4.4
Kerala,Kerala_City_2,Kerala_City_2 Hotel 10,budget,3989,13.219481311949984,75.68491420081111,4.7
Kerala,Kerala_City_3,Kerala_City_3 Hotel 1,budget,3634,13.187265451978373,76.27852458321388,3.6
Kerala,Kerala_City_3,Kerala_City_3 Hotel 2,budget,1923,12.769262727638235,75.51248841249166,4.3
Kerala,Kerala_City_3,Kerala_City_3 Hotel 3,budget,3034,12.57143604255392,76.32756779877865,3.4
Kerala,Kerala_City_3,Kerala_City_3 Hotel 4,budget,3869,12.583193388675681,75.63410273693738,4.6
Kerala,Kerala_City_3,Kerala_City_3 Hotel 5,budget,4082,13.008129709510776,75.77629177464925,3.0
Kerala,Kerala_City_3,Kerala_City_3 Hotel 6,budget,1078,13.453449693756498,75.52366098173108,3.9
Kerala,Kerala_City_3,Kerala_City_3 Hotel 7,budget,2115,12.834562050462605,75.86235786954487,4.7
Kerala,Kerala_City_3,Kerala_City_3 Hotel 8,budget,1686,13.317117778617005,75.82585391321592,3.4
Kerala,Kerala_City_3,Kerala_City_3 Hotel 9,budget,2751,12.985741426351963,75.70688179863038,4.3
Kerala,Kerala_City_3,Kerala_City_3 Hotel 10,budget,1186,13.396522953555893,76.23181549003726,4.1
Kerala,Kerala_City_4,Kerala_City_4 Hotel 1,budget,4823,12.623231143301677,75.52508271800323,4.3
Kerala,Kerala_City_4,Kerala_City_4 Hotel 2,budget,3547,12.667556807352598,75.88938903363317,4.0
Kerala,Kerala_City_4,Kerala_City_4 Hotel 3,budget,3560,13.119141912967043,75.82988429570995,3.2
Kerala,Kerala_City_4,Kerala_City_4 Hotel 4,budget,2273,12.777934963327837,76.21908837878742,4.3
Kerala,Kerala_City_4,Kerala_City_4 Hotel 5,budget,3962,13.158396216972651,76.3487721098773,3.9
Kerala,Kerala_City_4,Kerala_City_4 Hotel 6,budget,1464,13.373952027096196,76.0677297275002,3.8
Kerala,Kerala_City_4,Kerala_City_4 Hotel 7,budget,1776,12.827655680644387,75.50536077104178,4.1
Kerala,Kerala_City_4,Kerala_City_4 Hotel 8,budget,4882,12.516822900751633,75.53705733749496,3.7
Kerala,Kerala_City_4,Kerala_City_4 Hotel 9,budget,1627,13.068950765110593,75.67513359923893,4.7
Kerala,Kerala_City_4,Kerala_City_4 Hotel 10,budget,3583,12.9262400189956,75.7620188862828,4.6
Kerala,Kerala_City_5,Kerala_City_5 Hotel 1,budget,2724,13.340307319460228,75.69349885957598,4.6
Kerala,Kerala_City_5,Kerala_City_5 Hotel 2,budget,4548,13.482827384802041,76.44239737090913,4.7
Kerala,Kerala_City_5,Kerala_City_5 Hotel 3,budget,2152,12.71573805764429,76.34345046335702,3.2
Kerala,Kerala_City_5,Kerala_City_5 Hotel 4,budget,4014,13.488945020372938,75.7688377313492,3.4
Kerala,Kerala_City_5,Kerala_City_5 Hotel 5,budget,2156,13.043656087160594,76.43474657798855,3.4
Kerala,Kerala_City_5,Kerala_City_5 Hotel 6,budget,4556,12.683786447206813,76.30653035989062,3.0
Kerala,Kerala_City_5,Kerala_City_5 Hotel 7,budget,4185,13.489434115811635,75.73835281880409,3.2
Kerala,Kerala_City_5,Kerala_City_5 Hotel 8,budget,2729,13.330734228448982,75.63718456439064,3.9
Kerala,Kerala_City_5,Kerala_City_5 Hotel 9,budget,2739,12.629286935550457,76.11366596663717,4.1
Kerala,Kerala_City_5,Kerala_City_5 Hotel 10,budget,4405,13.27952550283496,76.45460900083313,4.6
Kerala,Kerala_City_6,Kerala_City_6 Hotel 1,budget,3290,13.068891035142567,75.68157057115558,3.2
Kerala,Kerala_City_6,Kerala_City_6 Hotel 2,budget,2753,12.758779347267911,76.05478918600011,4.2
Kerala,Kerala_City_6,Kerala_City_6 Hotel 3,budget,3512,12.761963927935973,75.91665575273726,4.0
Kerala,Kerala_City_6,Kerala_City_6 Hotel 4,budget,2049,12.5446701735846,76.33936465152594,4.0
Kerala,Kerala_City_6,Kerala_City_6 Hotel 5,budget,4377,13.0747412380898,76.23706973753733,4.1
Kerala,Kerala_City_6,Kerala_City_6 Hotel 6,budget,2346,12.97080163344878,76.24024577761166,3.9
Kerala,Kerala_City_6,Kerala_City_6 Hotel 7,budget,2232,12.713513566550654,76.03261687243439,4.1
Kerala,Kerala_City_6,Kerala_City_6 Hotel 8,budget,4505,13.467676350991976,75.96977513146916,4.3
Kerala,Kerala_City_6,Kerala_City_6 Hotel 9,budget,4339,13.339590045206544,76.32221439652999,3.2
Kerala,Kerala_City_6,Kerala_City_6 Hotel 10,budget,3703,12.909634504072368,75.80937319089928,4.0
Kerala,Kerala_City_7,Kerala_City_7 Hotel 1,budget,1853,13.183724244469863,75.53919555480212,4.3
Kerala,Kerala_City_7,Kerala_City_7 Hotel 2,budget,2321,13.164842366855938,76.48512555406096,3.5
Kerala,Kerala_City_7,Kerala_City_7 Hotel 3,budget,2575,12.714449268767455,75.83556081760518,4.4
Kerala,Kerala_City_7,Kerala_City_7 Hotel 4,budget,4632,13.135890755519874,76.28489709755333,4.5
Kerala,Kerala_City_7,Kerala_City_7 Hotel 5,budget,2914,12.544693436294857,76.35051635816716,4.4
Kerala,Kerala_City_7,Kerala_City_7 Hotel 6,budget,3817,13.199168634037758,75.64585277374734,4.6
Kerala,Kerala_City_7,Kerala_City_7 Hotel 7,budget,4154,12.678165382765195,75.61450550503537,3.4
Kerala,Kerala_City_7,Kerala_City_7 Hotel 8,budget,4788,13.476164287240024,76.22332417019842,4.3
Kerala,Kerala_City_7,Kerala_City_7 Hotel 9,budget,4843,12.791681317511323,75.97116039263899,4.1
Kerala,Kerala_City_7,Kerala_City_7 Hotel 10,budget,3302,12.751472363227393,75.56408230667866,4.0
Kerala,Kerala_City_8,Kerala_City_8 Hotel 1,budget,4186,13.246440357523824,76.48163363845585,4.5
Kerala,Kerala_City_8,Kerala_City_8 Hotel 2,budget,4317,12.518133742624139,76.39731616307044,3.1
Kerala,Kerala_City_8,Kerala_City_8 Hotel 3,budget,4918,12.940837684210647,76.07566321297718,3.8
Kerala,Kerala_City_8,Kerala_City_8 Hotel 4,budget,4447,13.060365466494885,76.1677492160473,4.6
Kerala,Kerala_City_8,Kerala_City_8 Hotel 5,budget,1871,13.433590002333462,76.11646386272085,4.8
Kerala,Kerala_City_8,Kerala_City_8 Hotel 6,budget,1659,12.924941529909074,75.55932026421159,3.9
Kerala,Kerala_City_8,Kerala_City_8 Hotel 7,budget,2604,12.85419169182429,76.11872398303636,4.2
Kerala,Kerala_City_8,Kerala_City_8 Hotel 8,budget,1555,13.091689352936484,76.26204901676215,3.6
Kerala,Kerala_City_8,Kerala_City_8 Hotel 9,budget,3521,12.554194405208875,76.32468355035718,4.4
Kerala,Kerala_City_8,Kerala_City_8 Hotel 10,budget,1495,13.283471251094763,75.77189703677101,4.5
Kerala,Kerala_City_9,Kerala_City_9 Hotel 1,budget,3197,12.849610065607239,76.39222700406408,4.0
Kerala,Kerala_City_9,Kerala_City_9 Hotel 2,budget,1653,12.513193373071408,75.66547012857441,3.2
Kerala,Kerala_City_9,Kerala_City_9 Hotel 3,budget,2404,13.174398823423592,75.63751200560971,3.6
Kerala,Kerala_City_9,Kerala_City_9 Hotel 4,budget,1282,12.647652016474778,76.00344141524258,4.5
Kerala,Kerala_City_9,Kerala_City_9 Hotel 5,budget,1427,13.343119375630316,76.46158652601609,3.9
Kerala,Kerala_City_9,Kerala_City_9 Hotel 6,budget,1043,12.706843437031981,76.43216138395955,3.2
Kerala,Kerala_City_9,Kerala_City_9 Hotel 7,budget,1688,13.248476081066526,75.82450616107567,4.3
Kerala,Kerala_City_9,Kerala_City_9 Hotel 8,budget,3669,13.318219657690683,75.60441101798452,3.8
Kerala,Kerala_City_9,Kerala_City_9 Hotel 9,budget,3377,13.187422928279931,75.88283846660714,4.3
Kerala,Kerala_City_9,Kerala_City_9 Hotel 10,budget,2345,13.016223013018546,75.96232918184734,3.8
Kerala,Kerala_City_10,Kerala_City_10 Hotel 1,budget,2317,13.360560519304554,75.81834564048897,3.4
Kerala,Kerala_City_10,Kerala_City_10 Hotel 2,budget,3282,13.222178367121534,76.36204360309438,4.5
Kerala,Kerala_City_10,Kerala_City_10 Hotel 3,budget,1320,12.593467504139655,76.34670808231803,3.5
Kerala,Kerala_City_10,Kerala_City_10 Hotel 4,budget,3498,12.91616553462695,75.89651852669108,4.3
Kerala,Kerala_City_10,Kerala_City_10 Hotel 5,budget,2882,13.14700464100788,75.64147462760991,3.2
Kerala,Kerala_City_10,Kerala_City_10 Hotel 6,budget,2640,12.510406485317423,75.53093572071778,3.8
Kerala,Kerala_City_10,Kerala_City_10 Hotel 7,budget,4819,12.806570514299928,76.32041428692968,3.5
Kerala,Kerala_City_10,Kerala_City_10 Hotel 8,budget,2171,13.262902028576734,76.4585123371899,3.9
Kerala,Kerala_City_10,Kerala_City_10 Hotel 9,budget,2169,12.861594412406637,75.52306968726627,4.3
Kerala,Kerala_City_10,Kerala_City_10 Hotel 10,budget,3317,12.902967070480456,76.01733143334208,3.2
Kerala,Kerala_City_11,Kerala_City_11 Hotel 1,budget,4401,13.161720762871717,75.93930932011246,3.9
Kerala,Kerala_City_11,Kerala_City_11 Hotel 2,budget,3298,13.137893316825414,76.18443268693564,4.5
Kerala,Kerala_City_11,Kerala_City_11 Hotel 3,budget,3313,12.563791879219169,76.42874994221782,4.2
Kerala,Kerala_City_11,Kerala_City_11 Hotel 4,budget,4369,12.660272405177565,75.61100496959888,3.3
Kerala,Kerala_City_11,Kerala_City_11 Hotel 5,budget,4318,13.085862003380333,75.8394980585966,4.1
Kerala,Kerala_City_11,Kerala_City_11 Hotel 6,budget,4253,12.883577245712836,75.50345505113506,3.8
